"","site_id","study_id","Country","season","TaxonomicRes","Year_count","abund_nativeSpp","abundance","alien_Abund","alien_SppRich","E10","EPT_Abund","EPT_SppRich","FEve","FRed","FRic","insect_Abund","insect_SppRich","RaoQ","shannonsH","spp_rich_rare","spp_richness","SppRich_nativeSpp","turnover","F_to","FDiv"
"469",103000627,"Spain_3_1","Spain","fall","genus",18,0.0167506234234218,0.0122190677862252,-0.175055686467912,-0.106985424580434,0.000516488042998203,0.0395756361872974,0.258730877425333,-0.0041791202665685,-0.00425795567206223,0.00426268412533217,0.0202964621925131,-0.240510327969827,0.243158052680272,0.007736646557636,-0.513845686467562,-0.433840987168409,-0.280674910184433,-0.0133381417625419,-0.0407439694087218,0.0532432341600564
"470",103000628,"Spain_3_1","Spain","fall","genus",26,0.0117808558823886,0.00289240716047718,-0.107785627261267,-0.0801971875610642,0.00464134027503321,0.00259885669308676,0.0299070359169625,-0.00654120642191066,0.000631974866058998,-0.0186688764304133,-0.0255686711151804,-0.224365423739788,-0.203387737893658,-0.0051093777703083,-0.28147841469795,-0.224383062180306,-0.132612780083128,-0.0126346493343181,-0.0206519342824068,-0.0391637678367964
"471",103000629,"Spain_3_1","Spain","fall","genus",21,0.00550970611321722,0.00580269307018143,-0.138787552686475,-0.101115772613364,-0.000485487640543888,-0.0259485328468676,0.0852589239528145,-0.0127224245073892,-0.0028204648966744,0.00762414089104339,0.00516366033788227,-0.0207785544800427,0.238839428439577,0.0008464858251306,-0.0224438312603888,0.0640037026453474,0.152282252345725,-0.0189961860308094,-0.0608147227419322,0.0324625655528235
"472",103000630,"Spain_3_1","Spain","fall","genus",13,0.0904058051088444,0.0890917193929768,-0.0695374994309741,-0.0713440991451624,-0.00787263775654079,0.0984781960544434,0.397404550449835,-0.0170232193769744,0.000545663666347126,0.0112563374441215,0.0742845587167307,0.451005699470811,-0.307439084230449,0.00177211370436391,0.0525991738362011,0.503280618131292,0.57831027477919,-0.0173093375280018,-0.031981397323796,-0.0839285960723061
"473",103000631,"Spain_3_1","Spain","fall","genus",13,0.112544076863813,0.0971967974765532,-0.199664407835382,-0.108594965913706,-0.0112707367611568,0.146872280750197,0.490199985860037,-0.0109706412125232,0.00371306772938044,0.0549937679308176,0.187876422183696,0.625251517355777,0.527406486050973,0.046914947578593,0.525046602180716,0.976745588735935,1.05514194387072,-0.0142900844544471,-0.0123199450326544,0.0976536851691978
"474",103000632,"Spain_3_1","Spain","fall","genus",16,-0.0241066820346399,-0.0248373011080307,-0.0122912990451315,-0.0036125313489768,0.0119093244124923,0.00498840470445495,-0.258890954648113,-0.0107388465908074,0.00277499675610952,-0.0250708910303596,-0.00762109779279757,-1.18458440073972,-0.302353442105198,-0.0129172671723562,-1.41754339409275,-1.40521880605327,-1.40091316483435,0.00332986141059201,0.0351030922106446,-0.0886179508088176
"475",103000633,"Spain_3_1","Spain","fall","genus",13,0.0169016559758859,0.0139451170317547,-0.269488003935661,-0.183187751293969,0.00220500247002438,-0.0587153663812425,-0.0568709415315835,0.0109634495554851,0.00436999708214202,0.00921427841695357,0.0202354891742218,-0.0688092954498368,-0.462957299426243,-0.00645592974885693,-0.195706590948893,-0.137414799063829,0.0746884413346071,0.00707816677288832,-0.018952002177205,-0.0990480563989936
"476",103000634,"Spain_3_1","Spain","fall","genus",13,0.0115209145461499,0.0141758858738783,-0.269157157387603,-0.295148167774098,0.00243109987491083,0.000209371178958176,0.115064102137892,-0.00173896603872841,-0.00955072723855343,-0.0082878997219158,0.0027035541029298,-0.165504438081745,0.762107557888831,-0.0148554772343668,-0.480085192596647,-0.383677212060534,-0.139143198413372,-0.021126122352446,-0.0126417869703206,0.0384500040578897
"477",103000635,"Spain_3_1","Spain","fall","genus",23,0.0037491321771928,0.00209451968934049,-0.0771127810740772,-0.0550657350618456,-0.0079195549770236,0.0433087381992051,0.408254483009612,0.003363241379459,0.00202227581595926,0.0339631408832477,0.021761162696035,0.485891435146896,-0.224192070880887,0.0145757543510598,0.466173655157035,0.419928186366194,0.506627696687643,-0.00765121517580896,0.00361734165414223,0.0543898324203169
"478",103000636,"Spain_3_1","Spain","fall","genus",13,0.0377793211128331,0.0137674803260528,-0.355817847027006,-0.180070685228387,-0.00377293592744051,0.0402483681155947,0.377048549371823,-0.00614998964694809,0.00106204598889357,0.016539447809687,0.0431601856355187,0.37412545595496,-0.500123044912341,-0.0145206246560769,0.269451189537174,0.293201023905511,0.432539765709928,-0.00473645937806746,-0.0138394018564944,0.107337527447902
"479",103000637,"Spain_3_2","Spain","fall","family",31,NA,-0.0295444146289757,NA,NA,0.00494525834671202,0.203404624365839,0.228768927175506,0.00574232184643726,-0.00219225458632585,-0.00139354553546983,-0.0232134153967285,0.134100513268595,0.338967069173716,0.0319348373547045,0.249486660806049,0.0590555331127181,NA,-0.0147635086239668,-0.0444825808711515,-0.0619679918103845
"480",103000638,"Spain_3_2","Spain","fall","family",22,NA,-0.0381615219006545,NA,NA,0.00712933787243838,-0.0141828476813059,0.156636191976362,0.00665847044789336,-0.0077598030674436,0.00283094272109755,-0.0241429436800298,0.136577380643189,0.867247167302784,0.0539083877334387,0.637656712842314,0.198677046748283,NA,-0.00430326416041288,-0.0067316928235721,-0.017692723048486
"481",103000640,"Spain_3_2","Spain","summer","family",31,NA,0.0208743700325107,NA,NA,-0.0162691159704396,0.058499668479365,0.243060927245876,-0.000898480032390248,0.00350485913461216,0.131797204219724,0.0504707355712145,0.389908761527883,-0.0171230971478077,0.010976486215613,0.130975935194777,0.467737757347133,NA,-0.00618548626787999,-0.031910037468681,-0.000677091618765395
"482",103000641,"Spain_3_2","Spain","summer","family",20,NA,-0.0534460190583074,NA,NA,-0.00210866291298867,-0.0362770990894317,0.564551745369461,0.028265933918844,0.00390004309186934,0.0867636568633343,-0.0329126439929347,0.839455169206925,0.899508348565815,0.062813820060118,0.764950986344653,0.983808761226912,NA,-0.000507563039066929,-0.0573280797297455,0.0162566101687047
"483",103000642,"Spain_3_2","Spain","summer","family",22,NA,-0.0119667583092379,NA,NA,-0.0129789298243415,0.150419879308332,0.279297923637688,-0.0027508030205519,0.00244612371666028,0.0889839410117872,0.000487750531884341,0.487979082122671,-0.0208716706595526,0.0151624150327824,0.371775906114674,0.516157056427049,NA,0.00926447034152492,0.0242418020294275,-0.0416087061750589
"484",103000643,"Spain_3_2","Spain","summer","family",22,NA,-0.0182917547742189,NA,NA,-0.00112424688145105,0.00830381111194636,0.115768461012716,0.00551911372065102,0.000283498321086659,0.0397349561385832,-0.0128172022630435,0.396706061961648,0.383953642098862,0.0252917570176401,0.428806554164502,0.366482921665833,NA,-0.00607424246370746,-0.0253624311854825,0.00610572271701425
"485",103000644,"Spain_3_2","Spain","fall","family",22,NA,-0.00362449918889344,NA,NA,-0.00320865266787778,-0.0118121568901276,0.177142566142833,0.00967655788419383,-0.00168038183293941,0.0590217145327699,-0.00336175271247117,0.478001479410448,0.841322342826181,0.0534304559979724,0.162528025165836,0.596573441935046,NA,-0.0105998167557123,-0.0580590739406998,0.00938274290955207
"486",103000645,"Spain_3_2","Spain","summer","family",21,NA,-0.00129678867048982,NA,NA,-0.00992068591020543,0.050966378526207,0.281383948785444,0.00848763000183327,0.00830071382279064,0.00952751750261196,0.0293719813532656,0.515765410523859,-0.277842264272761,0.00271734878870064,0.132661898218507,0.560790494166963,NA,0.0019766588685998,-0.0625845838728345,0.0715328984371007
"487",103000646,"Spain_3_2","Spain","summer","family",22,NA,-0.00875713037568502,NA,NA,-0.0148814618020448,0.0401381745867781,0.596270644785131,0.0129051721742465,-0.000369908537505793,0.0888235864010503,-0.00832369170179628,1.01811418050749,0.133516092610658,0.0245021461834164,0.405048311827947,1.02962492895923,NA,-0.00673543262368774,-0.0129981391279607,0.0342610201051089
"488",103000647,"Spain_3_2","Spain","summer","family",20,NA,-0.0266957192185553,NA,NA,-0.00632041507861569,0.0118392293436995,0.149473036662635,0.013936285803321,0.000886857150542436,0.0316533751770987,-0.018348093211795,0.330765101106587,0.100281369810477,0.0108544107275025,0.2745494326493,0.305443821399506,NA,-0.00469506077114595,-0.0019733308361348,-0.02723485513799
"489",103000648,"Spain_3_2","Spain","summer","family",22,NA,-0.0305396793778881,NA,NA,-0.00125820082718681,-0.0186855273336558,0.0272114152757124,0.00692821441132022,-0.00325543227150668,0.0124625781166158,-0.021727919830894,0.264564648826772,0.593294494099061,0.0185492110927039,0.372476488559158,0.225112927179357,NA,-0.00970552082950335,0.0110085921615094,-0.00968145545454306
"490",103000649,"Spain_3_2","Spain","summer","family",31,NA,0.339977756685312,NA,NA,-0.0183915586223166,0.0927238100415683,0.26529057698055,-0.0444394918674334,-0.00137260463377394,0.0478203937832674,0.315030336781861,0.454146764080231,0.170670973410063,0.0144937076643777,0.0233469964936335,0.613663546059382,NA,-0.0205070516436615,-0.0289965852504716,0.0630854410526877
"491",103000650,"Spain_3_2","Spain","fall","family",22,NA,-0.0201240409152734,NA,NA,-0.00685229000980248,-0.00783313379232183,0.291377311571003,0.00711654599190348,0.00316780135639872,0.0365384812716551,-0.00631450831944326,0.4784499906887,-0.139448076533995,-0.00306859367805537,0.373412245234347,0.412711265214004,NA,-0.0156164717640777,-0.0799329984716031,0.0433365991326128
"492",103000651,"Spain_3_2","Spain","summer","family",31,NA,-0.0223340001344675,NA,NA,-0.00673051156713413,-0.0145882465262609,0.109504186129551,0.00532025154675574,0.000754155486715712,0.001544242459029,-0.0233944654853892,0.180097081807797,-0.435449319397181,-0.0220382776689181,0.148396554667266,0.148120628139753,NA,-0.00747848034919556,-0.0124940813798238,0.028514356747002
"493",103000652,"Spain_3_2","Spain","fall","family",18,NA,-0.0485291118994591,NA,NA,0.0325579146775868,0.115681916071395,0.340982969564765,0.0266631877234895,0.00214287159222601,0.0424438490440004,-0.0323294926013551,0.565075102252438,1.02338920854167,0.0895853866450097,0.807613760903561,0.685286672298727,NA,-0.00888219126004505,-0.0556399597910533,-0.110617434608423
"494",103000653,"Spain_3_2","Spain","summer","family",13,NA,0.0106746069215999,NA,NA,0.00869293134452605,0.247326388214469,0.0853238269911481,0.0223699342635547,0.00731145280487746,0.073898705253346,0.0485025174810553,0.228685130799691,0.335080286529942,0.067262450283324,0.616231618614733,0.591612720730851,NA,0.0265654363501272,-0.168448101167813,0.345247730048697
"495",103000654,"Spain_3_2","Spain","fall","family",31,NA,0.0245514105837283,NA,NA,-0.0105396834423134,0.104127702901679,0.248603601807387,-0.00589527313792575,0.00172063363835132,0.0430723297205216,0.0544779263855066,0.471495939034671,0.927833350065938,0.050334317184852,0.101954925655501,0.588348874858656,NA,-0.005093058845547,-0.0644137990865801,0.0956414445443397
"496",103000655,"Spain_3_2","Spain","summer","family",31,NA,0.0306963409047875,NA,NA,0.00962305451470927,0.0563593596351754,0.0973332049863691,-0.00925756255640807,0.0019738669389492,0.0587436677860667,0.0962084294598822,0.0655241480288578,0.920599156427617,0.0380911193245126,0.0629086592069377,0.00692494898058683,NA,0.0210553298758543,0.026431705199307,0.0786679771439296
"497",103000656,"Spain_3_2","Spain","summer","family",11,NA,-0.0341008914222352,NA,NA,-0.0130136768102565,0.186185939422598,0.661096593443829,0.0250533306275602,0.00644076681869564,0.0869447871483909,-0.031858919591919,0.995702866592218,0.0098328520104481,0.0652360288204811,0.9340943551301,1.20915306621429,NA,0.0100936539651102,-0.070093711795051,0.124373387133433
"498",103000657,"Spain_3_2","Spain","fall","family",31,NA,0.0219474739411562,NA,NA,-0.00569562236169476,0.113000913126417,0.0298105091303487,0.00825363056860635,0.00281129387746527,0.0167179948258443,-0.00228876616092805,-0.0365210294423191,0.614151240112062,0.0429885438185005,0.0530287416259553,0.472621228523281,NA,-0.0113638862074031,-0.0307742018774958,-0.0034243541258984
"499",103000658,"Spain_3_2","Spain","summer","family",25,NA,-0.0362848984666125,NA,NA,0.0174066895650362,0.123437526751559,0.402925007485869,0.00247349673908829,0.00430399992286273,0.0826539880510739,0.018915877890799,0.495745167541181,0.51881950846461,0.0559265972025666,0.428130454301,0.599255672469244,NA,-0.00243562641352492,-0.031621507892465,-0.0310823712008834
"500",103000659,"Spain_3_2","Spain","summer","family",22,NA,-0.0232207552160219,NA,NA,-0.0143173472851551,0.168419736409336,0.448356422564122,0.00338630309994259,0.00331871282997224,0.0429275323204047,-0.00534718848120676,0.557521722372113,0.0529158515133682,0.0251910378680375,0.2274449991053,0.591518003348329,NA,0.0107723182356643,-0.000955591503976167,-0.0636620246062959
"501",103000660,"Spain_3_2","Spain","summer","family",22,NA,-0.036490598546737,NA,NA,-0.0146514714746902,0.153691123598008,0.440490306456414,0.00669934703267757,0.00500440061746299,0.133939040790437,-0.0127832324695651,0.721941458475059,0.245523314523459,0.0324715780495155,0.622164166362477,0.81282923644119,NA,0.0128572811114129,-0.0270845235901392,0.00051958461514874
"502",103000661,"Spain_3_2","Spain","summer","family",31,NA,-0.029276354827191,NA,NA,-0.00446363481127734,0.104193203808424,0.251914668912766,0.00952165845925882,0.00313395965652065,0.0186295241364577,3.75460816783966e-05,0.393439482859473,0.118211440875405,0.00750546001237406,0.066997766502725,0.483028448956929,NA,0.00162028795731933,-0.0399067683995585,0.0153005934486452
"503",103000662,"Spain_3_2","Spain","summer","family",31,NA,-0.00363332098044221,NA,NA,0.000604825649490792,0.079194407014241,0.112033218184413,-0.0200828127311789,0.00168611441249515,0.0623385676976425,-0.0124500549722846,0.113265138490869,0.519349859558699,0.0191063522186755,0.0288958214933491,0.297283260397002,NA,0.00498954815837468,-0.0263831064235735,0.00193320444875054
"504",103000663,"Spain_3_2","Spain","fall","family",22,NA,-0.0474023240273319,NA,NA,0.00461979606998193,-0.054492637736942,-0.108737844937087,0.0109500508324764,-0.00209453096856591,0.00972444516600838,-0.0527815160324884,-0.025461261589387,0.438360187780605,0.0206489424665565,0.347440400976251,-0.0337026958603692,NA,-0.0141052031319784,-0.0659645559360923,0.0832031217270871
"505",103000664,"Spain_3_2","Spain","summer","family",14,NA,-0.0396137917467488,NA,NA,-0.0101148130864237,-0.0413454342846158,0.392567481568933,0.0221266272858223,-0.000943956933337385,0.0497440238700561,-0.0501979513263989,0.690087557457496,-0.437126600513267,0.0152679764804702,0.805735434650082,0.697711718110433,NA,-0.0147319828639626,-0.0788923272535332,-0.0140909284607941
"506",103000665,"Spain_3_2","Spain","fall","family",20,NA,-0.025963832699356,NA,NA,0.00187657441350989,0.032011690701057,0.283583012654221,0.00778133966884443,0.00193400669498062,0.0533141382253945,-0.0319396978746006,0.571176692572659,0.550193999563916,0.0572691314037753,0.546529468560757,0.590630179525806,NA,-0.00825559228753476,-0.0431162759605625,-0.0371302811920066
"507",103000666,"Spain_3_2","Spain","summer","family",22,NA,-0.0537395403433678,NA,NA,-0.00836307780737307,0.103505032329026,0.358317557004487,0.0124017839274513,0.00237909489455477,0.075822217821864,-0.0491619597582057,0.779411140593155,-0.0945733601965357,0.0402627650117821,0.184347420988006,0.749137838320153,NA,0.00522357831405544,-0.0536321223169137,0.0095530925740006
"508",103000667,"Spain_3_2","Spain","fall","family",18,NA,-0.069862874363453,NA,NA,0.00345646802999576,0.00927145734952213,-0.0108063505617289,-0.00497523715181031,0.00448185829847957,0.013755785189041,-0.0677258872523931,0.15823559797338,0.570339200098552,0.0439203697735216,0.141678542834503,0.15831942313647,NA,0.00693931218837031,-0.0260855614459673,-0.0456861457022517
"509",103000668,"Spain_3_2","Spain","summer","family",31,NA,-0.0264312095441343,NA,NA,-0.00239438895245503,-0.0165938141915924,-0.00268753290097053,0.00464326722021892,0.000714819055177727,-0.0510916724561441,-0.026101365255641,0.118033763052479,0.0664157307635892,0.0016757187025754,-0.124456209178751,0.156445938908756,NA,-0.00260574731664929,-0.00279357031063866,0.00641408682082893
"510",103000669,"Spain_3_2","Spain","fall","family",31,NA,-0.0242971787905933,NA,NA,0.00188844432587854,-0.103481294367458,-0.418874845433286,0.00802782387418144,0.000472308377471697,0.000326357267641284,-0.0664741628359829,-0.646657374536642,0.0131816215890509,0.00945004789704837,0.136475476048816,-0.356579257043572,NA,-0.0103900343188318,-0.0242550224536291,0.0159601162605989
"511",103000670,"Spain_3_2","Spain","fall","family",22,NA,-0.019557396380515,NA,NA,0.00334627803367003,-0.00198647092604334,0.324378400148576,0.00280928625796255,-0.000479225188833088,0.0130488138142583,-0.0152682723354194,0.572046523288304,0.926218173170342,0.0708420138195444,0.616450292963568,0.685446615553561,NA,-0.00729486628843058,-0.077667946670938,0.00590867198403403
"512",103000671,"Spain_3_2","Spain","summer","family",30,NA,-0.0171366990043467,NA,NA,0.000119746378978982,-0.019786142315637,0.0482924605393456,0.00563905956489099,-0.00131684681608903,-0.032012801879486,-0.0162363287603697,-0.250059947760644,0.150206196051817,0.0137659674599308,0.192060098775502,-0.140457675906709,NA,-0.00824255466556189,-0.0383593920278376,0.0275286985532101
"513",103000672,"Spain_3_2","Spain","fall","family",25,NA,-0.0362506340517723,NA,NA,-0.00483921147980212,-0.0229984686414181,0.0791176965129539,0.00684498050597855,-0.00191816406073006,0.0474125413263485,-0.0364013192668715,0.441172946591533,0.392144114861057,0.022683915785175,0.256484166438293,0.481166002564445,NA,0.00545707620325706,-0.0539952768478232,0.00906393988582544
"514",103000673,"Spain_3_2","Spain","summer","family",31,NA,-0.0097587947878663,NA,NA,0.00054831688317459,-0.00920262462334039,0.0586704521485796,0.00907783501530314,-0.00408533562084439,0.0394500952594167,-0.00741325310729215,0.337474557196784,-0.0185503638026987,0.0034922777102712,0.487730410183734,0.424890779882073,NA,-0.00095234369760531,-0.00584045452146989,0.0577476872619265
"515",103000674,"Spain_3_2","Spain","fall","family",31,NA,-0.0222676824701265,NA,NA,0.00291076958025549,0.0490585973107145,0.330495860703225,0.0124247538742047,0.00295024398077888,0.0304404701170095,0.0898571253421581,0.514792799666735,0.621398626949861,0.0554604055360083,0.369661689159089,0.522008100511073,NA,0.0109507238501356,-0.0149668432781296,-0.00373052477525146
"516",103000675,"Spain_3_2","Spain","summer","family",20,NA,0.00258008539130636,NA,NA,-0.0053518378533111,0.120016022051608,0.394652996337344,0.0174890226179507,0.00435214481732709,0.0593267344892447,0.00368367107047569,0.64658388921616,0.487097531282197,0.0515893420336531,0.500860556896776,0.763942548864522,NA,0.000590111399292735,-0.0750514721639527,0.117275205766113
"517",103000676,"Spain_3_2","Spain","fall","family",29,NA,-0.0470153937653242,NA,NA,-0.00647304538887527,0.0918561462942933,0.382394436716157,0.00338987797640506,0.00274696777918261,0.0213578781688664,-0.0306929310932204,0.670069310850331,0.764772232273432,0.0685570528061393,0.656978352768843,0.723029527762648,NA,-0.00256588700424693,-0.0496709683293054,0.0164935186898967
"518",103000677,"Spain_3_2","Spain","summer","family",31,NA,0.013389581425435,NA,NA,-0.0105120752904806,0.102441432822909,0.246164578148129,0.00409875085869447,0.001217156153447,0.0184792158178577,0.0275226181343442,0.159330761366128,-0.179051241929748,0.00472509907197075,0.0121773072982566,0.284594148600639,NA,-0.00176518708866459,-0.0216227030571134,-0.007951003548359
"519",103000678,"Spain_3_2","Spain","fall","family",22,NA,-0.0345166404697273,NA,NA,-0.0033016592344565,-0.0469465460229515,0.0901812388478575,0.0083204596769208,-0.000101653382078357,-0.00720379812704328,-0.0521107682127508,0.226698853871538,-0.450233156366674,-0.00107152231476937,0.405656193937997,0.17803441620065,NA,0.00172761882283247,-0.0156534073459832,0.0130735758407618
"520",103000679,"Spain_3_2","Spain","fall","family",29,NA,-0.0818479498103317,NA,NA,-0.0039618970739011,0.0846054038551152,0.213361495193615,0.00302496904774311,0.000948058377581018,0.01130935428577,-0.063874048050874,0.418038025470453,0.22031655265042,0.0293134850441841,0.340120521274229,0.436899848829777,NA,-0.00579891395002013,-0.0350765105541526,0.0108478279680896
"521",103000680,"Spain_3_2","Spain","summer","family",31,NA,0.155669176909621,NA,NA,-0.00945302698231516,0.0437892456581426,0.147310476478428,0.00229831126195075,0.00415016282090079,0.0147355743609918,0.164355051950676,0.366124782230721,-0.290272284626123,-0.0156549099921355,-0.37357430947858,0.34429022788194,NA,-0.00524061768120418,-0.0484144881211069,0.0440204096170083
"522",103000681,"Spain_3_2","Spain","fall","family",14,NA,-0.0177551230775329,NA,NA,-0.00607759728016568,0.12152315158991,0.231770896923647,0.0057718305339557,0.00780213288534005,0.0917872387734833,-0.0101825429852119,0.544332853170407,0.103843167816005,0.0479380972677756,0.582488880222482,0.603636785920219,NA,0.00235766266494526,-0.0450189074168867,-0.0551471381120053
"523",103000682,"Spain_3_2","Spain","fall","family",31,NA,0.0168010896967264,NA,NA,-0.00999899908916402,0.0751876961433696,0.25314887682961,0.00946320814463525,0.00422085614943178,0.0196199315897351,0.00712825255712217,0.385497392111811,0.120093446906435,0.0232704929012661,0.188399458529896,0.462087265594556,NA,0.00311442804168025,-0.0240056882485,0.0587929591716958
"524",103000683,"Spain_3_2","Spain","fall","family",15,NA,-0.0319186621198131,NA,NA,-0.00211813509591699,-0.0460221309394716,0.0257889219499372,-0.0108101532333553,0.00526038283752914,0.00414478944456688,-0.032529021728716,0.0915384786441369,-0.301220759787849,0.00158770360815805,0.245845302075139,0.157499352737717,NA,0.0109819161644526,-0.0591752846376851,-0.0681508099864266
"525",103000684,"Spain_3_2","Spain","summer","family",22,NA,-0.046490852320307,NA,NA,0.00247316512226551,0.0241565473026594,0.253126686809285,0.0142155164121979,0.00366608169161538,0.00134626869694675,-0.033781497049837,0.393240560516356,0.492166308628313,0.0365747275061439,0.298949872347645,0.330620422873001,NA,-0.00281823404203526,-0.0107736761184035,0.00281802020705325
"526",103000685,"Spain_3_2","Spain","summer","family",31,NA,0.0543968533223264,NA,NA,-0.00354945314407642,0.104150695992401,0.226915909026673,0.00259923415294834,0.00259119745465562,0.0307999070656121,0.0281182722404989,0.385805771426611,0.105519579842142,0.0342287856133055,0.157898535651094,0.309273615367518,NA,0.00488443554618343,-0.0214882716484278,0.0133306177653651
"527",103000686,"Spain_3_2","Spain","summer","family",31,NA,-0.0291118388754846,NA,NA,-0.00809993820917479,0.0677089614721958,0.216432830112536,0.00733824178956998,0.00228811675306576,0.0295663462125598,-0.0133637714113932,0.403943992681973,0.359328727371191,0.0289423080782689,0.232073542298426,0.50877147812682,NA,-0.00736453737333182,-0.0343705119864148,0.0780718690907294
"528",103000687,"Spain_3_2","Spain","summer","family",31,NA,0.180885069394708,NA,NA,-0.0130886981612154,0.123675452451553,0.251125219744483,0.00673485235161628,0.00334931839408938,0.0944031807860111,0.132711914321527,0.431197908327167,-0.229391124147809,0.000668281719186172,0.105800051122494,0.52583502381823,NA,-0.000686581651550268,-0.0315692054828942,0.0580829647970957
"529",103000688,"Spain_3_2","Spain","fall","family",31,NA,0.0132903621431348,NA,NA,-0.00497771218808307,0.0769478796991982,0.177829069282981,0.0064960573910491,0.00280417818917445,0.00191531876943487,0.0849992658888865,0.201584230380457,0.00832676704144365,-0.00245515247019526,-0.0860814669366033,0.115026686092009,NA,0.000424619896625536,-0.011529453102381,0.0574018092976511
"530",103000689,"Spain_3_2","Spain","fall","family",10,NA,-0.0560067086696881,NA,NA,0.0286722587822478,-0.0887955058710511,-0.327366650416604,-0.00121342955593545,-0.00782258687322801,-0.0391327379206036,-0.0317074023753932,-0.171470020840334,2.91377319607869,0.1774539260409,0.498417310360238,-0.323555828807903,NA,-0.0464294209710189,-0.0587866616272927,-0.00378344310740361
"531",103000690,"Spain_3_2","Spain","summer","family",20,NA,0.00260777259371419,NA,NA,-0.0177522440733083,0.15052946031247,0.378416424879409,0.0164262139205518,0.00437970610304486,0.0869775178312261,0.0334709918293571,0.794136799398113,0.310624011288994,0.0429347591978674,0.427101404614289,0.915556654842684,NA,-0.0078612419738582,-0.0626960748589962,0.0594786525206307
"532",103000691,"Spain_3_2","Spain","summer","family",21,NA,-0.0296784265890393,NA,NA,-0.00243999264943951,-0.0166864330269429,0.095793067451999,0.00171187210039836,-0.00129569431546668,0.0150072931504415,-0.0139203190380478,0.163367957779559,-0.428590238261748,0.015697504945928,0.216516117407879,0.192582059064169,NA,-0.0156198177061206,-0.0120003054114545,-0.0351162033167842
"533",103000692,"Spain_3_2","Spain","summer","family",30,NA,-0.0132896110139323,NA,NA,-0.00286738326260179,0.00709124510495817,-0.0201808263282359,0.00227210184182231,0.000995259376549315,0.0129172862062123,-0.0128489726460779,0.0647994421245131,0.295015371958155,-0.0223345722123531,0.0747808629587821,0.0180957890180366,NA,-0.00847021919797429,-0.054694494474407,0.0374512527171427
"534",103000693,"Spain_3_2","Spain","fall","family",31,NA,-0.0391494570843049,NA,NA,0.00649767716258162,-0.00757248025577275,-0.0028400251065932,0.0119005414179663,0.000771295987984591,-0.0150605981599512,-0.0148062642360354,-0.287424436170977,0.419137817777465,0.0169022650819361,-0.0366415087341953,-0.453698563897041,NA,-0.00680547648178582,-0.0188569999420486,-0.0638686603819552
"535",103000694,"Spain_3_2","Spain","fall","family",27,NA,0.0468556592186086,NA,NA,0.0446553560925428,-0.0107267032840868,0.184208950574852,0.0181077999562206,-0.000955639811970607,0.0134394415867149,0.0638127590819481,0.343781486241101,1.1521256021193,0.0613104422995295,0.217397488936433,0.425235969939559,NA,-0.00526656490927333,0.0504492406198406,-0.0265562244019382
"536",103000695,"Spain_3_2","Spain","summer","family",18,NA,-0.0333148420537087,NA,NA,-0.00406402801637801,0.0463559497718753,0.25054131895572,0.0180307106961248,0.00533038111624455,0.0640340123709239,0.00891804622081048,0.443097316206081,-0.138299369635335,0.011107643262254,0.475815244352667,0.396678056985403,NA,0.00344870474261606,0.00648578472038749,0.0661661091143269
"537",103000696,"Spain_3_2","Spain","summer","family",31,NA,0.0103417010415369,NA,NA,-0.00729242135664956,0.0909341837516437,0.227767867267526,-0.00912359975504332,0.00546171350345727,0.231237014022222,0.0400102686393899,0.345136512789682,0.65516523411377,0.0462749874044668,0.176580431438454,0.512346864024184,NA,0.00942256026589907,-0.0212361319773851,0.0871675716531938
"538",103000697,"Spain_3_2","Spain","summer","family",22,NA,-0.0422263149591695,NA,NA,-0.00765224527927938,0.0933399071102297,0.40746076425107,0.013599843241827,0.00696600017542695,0.0917281283242579,0.00109293363196672,0.636676559204004,0.34387321472154,0.0375965333509154,0.561877838048473,0.745046037195136,NA,-0.011584783192278,-0.0964722672413378,0.137463973846377
"539",103000698,"Spain_3_2","Spain","fall","family",31,NA,0.232936068137548,NA,NA,-0.00735864640071858,0.142633672581672,0.267582514749499,0.00396492929392312,0.00119405733024032,0.048725307241852,0.190169988250122,0.458309616873799,-0.0989123136132198,0.0104090308551853,0.127783341589506,0.412770991707013,NA,-0.00371304374533866,-0.0478243572070531,-0.023246165389331
"540",103000699,"Spain_3_2","Spain","summer","family",22,NA,-0.0235922349432599,NA,NA,-0.00240337700767593,0.0161855806475511,0.150179556400127,0.00668868758495882,0.00248991322034009,0.0237682437929695,-0.00489877903511806,0.358518386469775,-0.107972481884865,0.00985134536572607,0.0493881817484643,0.18206023047203,NA,0.0101773719764555,0.0116330895476657,0.0355805995567467
"541",103000700,"Spain_3_2","Spain","summer","family",29,NA,-0.0275726281201819,NA,NA,-0.00406871180561094,0.0282900723169974,0.221240113689445,0.0107388968079324,0.00316571047578739,0.0619356225116856,-0.0120895226613716,0.546493932273744,0.417044875580915,0.0372250341855888,0.519842421224271,0.651758303024189,NA,-0.00454732225939078,-0.01700713837459,0.0634204734884037
"542",103000701,"Spain_3_2","Spain","summer","family",22,NA,-0.0252993792036584,NA,NA,-0.00741447129779047,-0.0198219672540607,0.190396542914113,0.0167035337656381,0.000337462833309413,0.0203211129467876,-0.0170556773536961,0.524452824355843,-0.291001008030694,0.00265081358022193,0.324442369297644,0.428166859710627,NA,0.00176100185461699,0.0388656353654237,0.0297902360052872
