sample_id,site_id,day,month,year,taxon_id,taxon,abundance,listed in freshwaterecology.com,,
113000002_6to8_2017,113000002,NA,6to8,2017,6616,Protonemura sp.,57.64163373,6616,,
113000002_6to8_2017,113000002,NA,6to8,2017,6780,Rhyacophila sp.,1.646903821,6780,,
113000002_6to8_2017,113000002,NA,6to8,2017,6842,Simuliidae Gen. sp.,3.293807642,6842,,
113000003_6to8_2010,113000003,NA,6to8,2010,4419,Baetis sp.,113.6,4419,,
113000003_6to8_2010,113000003,NA,6to8,2010,4465,Blephariceridae Gen. sp.,1.4,4465,,
113000003_6to8_2010,113000003,NA,6to8,2010,4585,Ceratopogonidae Gen. sp.,4.2,4585,,
113000003_6to8_2010,113000003,NA,6to8,2010,4642,Chironomidae Gen. sp.,129.7,4642,,
113000003_6to8_2010,113000003,NA,6to8,2010,4989,Dixa sp.,1.5,4989,,
113000003_6to8_2010,113000003,NA,6to8,2010,5053,Ecdyonurus sp.,23.6,5053,,
113000003_6to8_2010,113000003,NA,6to8,2010,5097,Empididae Gen. sp.,4.3,5097,,
113000003_6to8_2010,113000003,NA,6to8,2010,5119,Epeorus sp.,45.3,5119,,
113000003_6to8_2010,113000003,NA,6to8,2010,5673,Isoperla sp.,12.8,5673,,
113000003_6to8_2010,113000003,NA,6to8,2010,5790,Leuctra sp.,48.9,5790,,
113000003_6to8_2010,113000003,NA,6to8,2010,5809,Limnephilidae Gen. sp.,24.5,5809,,
113000003_6to8_2010,113000003,NA,6to8,2010,8483,Limoniidae Gen. sp.,17.7,8483,,
113000003_6to8_2010,113000003,NA,6to8,2010,5900,Lumbricidae Gen. sp.,9.1,5900,,
113000003_6to8_2010,113000003,NA,6to8,2010,6068,Naididae Gen. sp.,5.7,6068,,
113000003_6to8_2010,113000003,NA,6to8,2010,6108,Nemoura sp.,3.8,6108,,
113000003_6to8_2010,113000003,NA,6to8,2010,8478,Polycentropodidae Gen. sp.,2.7,8478,,
113000003_6to8_2010,113000003,NA,6to8,2010,6616,Protonemura sp.,10.5,6616,,
113000003_6to8_2010,113000003,NA,6to8,2010,8753,Psychodidae Gen. sp.,5.9,8753,,
113000003_6to8_2010,113000003,NA,6to8,2010,6682,Rhabdiopteryx sp.,101,6682,,
113000003_6to8_2010,113000003,NA,6to8,2010,6747,Rhithrogena sp.,13.5,6747,,
113000003_6to8_2010,113000003,NA,6to8,2010,6780,Rhyacophila sp.,11.7,6780,,
113000003_6to8_2010,113000003,NA,6to8,2010,9311,Sericostomatidae Gen. sp.,3.5,9311,,
113000003_6to8_2010,113000003,NA,6to8,2010,6842,Simuliidae Gen. sp.,147.9,6842,,
113000003_6to8_2010,113000003,NA,6to8,2010,8487,Tipulidae Gen. sp.,2.7,8487,,
113000003_6to8_2010,113000003,NA,6to8,2010,7117,Tubificidae Gen. sp.,2.9,7117,,
113000003_6to8_2011,113000003,NA,6to8,2011,4419,Baetis sp.,202.8,4419,,
113000003_6to8_2011,113000003,NA,6to8,2011,4465,Blephariceridae Gen. sp.,2.2,4465,,
113000003_6to8_2011,113000003,NA,6to8,2011,4552,Capnia sp.,1.3,4552,,
113000003_6to8_2011,113000003,NA,6to8,2011,4585,Ceratopogonidae Gen. sp.,14,4585,,
113000003_6to8_2011,113000003,NA,6to8,2011,4642,Chironomidae Gen. sp.,178.9,4642,,
113000003_6to8_2011,113000003,NA,6to8,2011,4968,Dictyogenus sp.,7,4968,,
113000003_6to8_2011,113000003,NA,6to8,2011,5053,Ecdyonurus sp.,7.4,5053,,
113000003_6to8_2011,113000003,NA,6to8,2011,5097,Empididae Gen. sp.,4.2,5097,,
113000003_6to8_2011,113000003,NA,6to8,2011,5119,Epeorus sp.,35.5,5119,,
113000003_6to8_2011,113000003,NA,6to8,2011,5673,Isoperla sp.,6.6,5673,,
113000003_6to8_2011,113000003,NA,6to8,2011,5790,Leuctra sp.,47.3,5790,,
113000003_6to8_2011,113000003,NA,6to8,2011,5809,Limnephilidae Gen. sp.,37.4,5809,,
113000003_6to8_2011,113000003,NA,6to8,2011,8483,Limoniidae Gen. sp.,27.2,8483,,
113000003_6to8_2011,113000003,NA,6to8,2011,5900,Lumbricidae Gen. sp.,8.4,5900,,
113000003_6to8_2011,113000003,NA,6to8,2011,6068,Naididae Gen. sp.,9.2,6068,,
113000003_6to8_2011,113000003,NA,6to8,2011,6108,Nemoura sp.,11.3,6108,,
113000003_6to8_2011,113000003,NA,6to8,2011,6377,Perlodes sp.,1.3,6377,,
113000003_6to8_2011,113000003,NA,6to8,2011,8478,Polycentropodidae Gen. sp.,1.4,8478,,
113000003_6to8_2011,113000003,NA,6to8,2011,6616,Protonemura sp.,43.6,6616,,
113000003_6to8_2011,113000003,NA,6to8,2011,8753,Psychodidae Gen. sp.,6.8,8753,,
113000003_6to8_2011,113000003,NA,6to8,2011,6682,Rhabdiopteryx sp.,109.6,6682,,
113000003_6to8_2011,113000003,NA,6to8,2011,6747,Rhithrogena sp.,19.2,6747,,
113000003_6to8_2011,113000003,NA,6to8,2011,6780,Rhyacophila sp.,26.3,6780,,
113000003_6to8_2011,113000003,NA,6to8,2011,9311,Sericostomatidae Gen. sp.,3.9,9311,,
113000003_6to8_2011,113000003,NA,6to8,2011,6842,Simuliidae Gen. sp.,328.8,6842,,
113000003_6to8_2011,113000003,NA,6to8,2011,8487,Tipulidae Gen. sp.,7.8,8487,,
113000003_6to8_2011,113000003,NA,6to8,2011,7117,Tubificidae Gen. sp.,4.1,7117,,
113000003_6to8_2012,113000003,NA,6to8,2012,4419,Baetis sp.,225.2,4419,,
113000003_6to8_2012,113000003,NA,6to8,2012,4465,Blephariceridae Gen. sp.,1.3,4465,,
113000003_6to8_2012,113000003,NA,6to8,2012,4585,Ceratopogonidae Gen. sp.,21.3,4585,,
113000003_6to8_2012,113000003,NA,6to8,2012,4642,Chironomidae Gen. sp.,91,4642,,
113000003_6to8_2012,113000003,NA,6to8,2012,4968,Dictyogenus sp.,29.7,4968,,
113000003_6to8_2012,113000003,NA,6to8,2012,5053,Ecdyonurus sp.,17.6,5053,,
113000003_6to8_2012,113000003,NA,6to8,2012,5097,Empididae Gen. sp.,19,5097,,
113000003_6to8_2012,113000003,NA,6to8,2012,5119,Epeorus sp.,17.6,5119,,
113000003_6to8_2012,113000003,NA,6to8,2012,5673,Isoperla sp.,5.9,5673,,
113000003_6to8_2012,113000003,NA,6to8,2012,5790,Leuctra sp.,23.3,5790,,
113000003_6to8_2012,113000003,NA,6to8,2012,5809,Limnephilidae Gen. sp.,66.3,5809,,
113000003_6to8_2012,113000003,NA,6to8,2012,8483,Limoniidae Gen. sp.,79.8,8483,,
113000003_6to8_2012,113000003,NA,6to8,2012,5900,Lumbricidae Gen. sp.,14.1,5900,,
113000003_6to8_2012,113000003,NA,6to8,2012,7490,Lumbriculidae Gen. sp.,1.5,7490,,
113000003_6to8_2012,113000003,NA,6to8,2012,6068,Naididae Gen. sp.,1.4,6068,,
113000003_6to8_2012,113000003,NA,6to8,2012,6108,Nemoura sp.,7.6,6108,,
113000003_6to8_2012,113000003,NA,6to8,2012,6377,Perlodes sp.,1.3,6377,,
113000003_6to8_2012,113000003,NA,6to8,2012,8478,Polycentropodidae Gen. sp.,4.3,8478,,
113000003_6to8_2012,113000003,NA,6to8,2012,6616,Protonemura sp.,80.8,6616,,
113000003_6to8_2012,113000003,NA,6to8,2012,8753,Psychodidae Gen. sp.,11.4,8753,,
113000003_6to8_2012,113000003,NA,6to8,2012,6682,Rhabdiopteryx sp.,151.5,6682,,
113000003_6to8_2012,113000003,NA,6to8,2012,6747,Rhithrogena sp.,16.7,6747,,
113000003_6to8_2012,113000003,NA,6to8,2012,6780,Rhyacophila sp.,28.7,6780,,
113000003_6to8_2012,113000003,NA,6to8,2012,9311,Sericostomatidae Gen. sp.,5.7,9311,,
113000003_6to8_2012,113000003,NA,6to8,2012,6842,Simuliidae Gen. sp.,194.7,6842,,
113000003_6to8_2012,113000003,NA,6to8,2012,8487,Tipulidae Gen. sp.,2.2,8487,,
113000003_6to8_2012,113000003,NA,6to8,2012,7117,Tubificidae Gen. sp.,1.3,7117,,
113000003_6to8_2013,113000003,NA,6to8,2013,4419,Baetis sp.,154.2,4419,,
113000003_6to8_2013,113000003,NA,6to8,2013,4585,Ceratopogonidae Gen. sp.,9.2,4585,,
113000003_6to8_2013,113000003,NA,6to8,2013,4642,Chironomidae Gen. sp.,76.3,4642,,
113000003_6to8_2013,113000003,NA,6to8,2013,4771,Crenobia alpina,1.3,4771,,
113000003_6to8_2013,113000003,NA,6to8,2013,4968,Dictyogenus sp.,76.8,4968,,
113000003_6to8_2013,113000003,NA,6to8,2013,5053,Ecdyonurus sp.,10.4,5053,,
113000003_6to8_2013,113000003,NA,6to8,2013,17779,Elmis sp.,2.6,,,
113000003_6to8_2013,113000003,NA,6to8,2013,5097,Empididae Gen. sp.,3.7,5097,,
113000003_6to8_2013,113000003,NA,6to8,2013,5101,Enchytraeidae Gen. sp.,1.3,5101,,
113000003_6to8_2013,113000003,NA,6to8,2013,5119,Epeorus sp.,12.8,5119,,
113000003_6to8_2013,113000003,NA,6to8,2013,5790,Leuctra sp.,7.8,5790,,
113000003_6to8_2013,113000003,NA,6to8,2013,5809,Limnephilidae Gen. sp.,45.1,5809,,
113000003_6to8_2013,113000003,NA,6to8,2013,8483,Limoniidae Gen. sp.,23.4,8483,,
113000003_6to8_2013,113000003,NA,6to8,2013,5900,Lumbricidae Gen. sp.,8.4,5900,,
113000003_6to8_2013,113000003,NA,6to8,2013,6068,Naididae Gen. sp.,1.3,6068,,
113000003_6to8_2013,113000003,NA,6to8,2013,6108,Nemoura sp.,6.9,6108,,
113000003_6to8_2013,113000003,NA,6to8,2013,6377,Perlodes sp.,1.3,6377,,
113000003_6to8_2013,113000003,NA,6to8,2013,8478,Polycentropodidae Gen. sp.,1.5,8478,,
113000003_6to8_2013,113000003,NA,6to8,2013,6616,Protonemura sp.,80.8,6616,,
113000003_6to8_2013,113000003,NA,6to8,2013,8753,Psychodidae Gen. sp.,10.4,8753,,
113000003_6to8_2013,113000003,NA,6to8,2013,6682,Rhabdiopteryx sp.,6.1,6682,,
113000003_6to8_2013,113000003,NA,6to8,2013,6747,Rhithrogena sp.,35.2,6747,,
113000003_6to8_2013,113000003,NA,6to8,2013,6780,Rhyacophila sp.,50.1,6780,,
113000003_6to8_2013,113000003,NA,6to8,2013,6818,Sericostoma sp.,6.6,6818,,
113000003_6to8_2013,113000003,NA,6to8,2013,9311,Sericostomatidae Gen. sp.,8.6,9311,,
113000003_6to8_2013,113000003,NA,6to8,2013,6842,Simuliidae Gen. sp.,29.1,6842,,
113000003_6to8_2013,113000003,NA,6to8,2013,7117,Tubificidae Gen. sp.,4.1,7117,,
113000003_6to8_2014,113000003,NA,6to8,2014,4419,Baetis sp.,115.1,4419,,
113000003_6to8_2014,113000003,NA,6to8,2014,4585,Ceratopogonidae Gen. sp.,5.3,4585,,
113000003_6to8_2014,113000003,NA,6to8,2014,4642,Chironomidae Gen. sp.,113,4642,,
113000003_6to8_2014,113000003,NA,6to8,2014,4968,Dictyogenus sp.,18.6,4968,,
113000003_6to8_2014,113000003,NA,6to8,2014,5053,Ecdyonurus sp.,1.3,5053,,
113000003_6to8_2014,113000003,NA,6to8,2014,5097,Empididae Gen. sp.,1.6,5097,,
113000003_6to8_2014,113000003,NA,6to8,2014,5119,Epeorus sp.,17.3,5119,,
113000003_6to8_2014,113000003,NA,6to8,2014,5790,Leuctra sp.,14.4,5790,,
113000003_6to8_2014,113000003,NA,6to8,2014,5809,Limnephilidae Gen. sp.,40.1,5809,,
113000003_6to8_2014,113000003,NA,6to8,2014,8483,Limoniidae Gen. sp.,42.6,8483,,
113000003_6to8_2014,113000003,NA,6to8,2014,5900,Lumbricidae Gen. sp.,15.3,5900,,
113000003_6to8_2014,113000003,NA,6to8,2014,7490,Lumbriculidae Gen. sp.,2.9,7490,,
113000003_6to8_2014,113000003,NA,6to8,2014,6068,Naididae Gen. sp.,2.6,6068,,
113000003_6to8_2014,113000003,NA,6to8,2014,6108,Nemoura sp.,12.5,6108,,
113000003_6to8_2014,113000003,NA,6to8,2014,8748,Planorbidae Gen. sp.,3,8748,,
113000003_6to8_2014,113000003,NA,6to8,2014,6616,Protonemura sp.,79.5,6616,,
113000003_6to8_2014,113000003,NA,6to8,2014,8753,Psychodidae Gen. sp.,6.3,8753,,
113000003_6to8_2014,113000003,NA,6to8,2014,6682,Rhabdiopteryx sp.,1.6,6682,,
113000003_6to8_2014,113000003,NA,6to8,2014,6747,Rhithrogena sp.,20.2,6747,,
113000003_6to8_2014,113000003,NA,6to8,2014,6780,Rhyacophila sp.,25.8,6780,,
113000003_6to8_2014,113000003,NA,6to8,2014,9311,Sericostomatidae Gen. sp.,6.6,9311,,
113000003_6to8_2014,113000003,NA,6to8,2014,6842,Simuliidae Gen. sp.,15.9,6842,,
113000003_6to8_2014,113000003,NA,6to8,2014,7117,Tubificidae Gen. sp.,4.3,7117,,
113000003_6to8_2015,113000003,NA,6to8,2015,4419,Baetis sp.,130.1,4419,,
113000003_6to8_2015,113000003,NA,6to8,2015,4465,Blephariceridae Gen. sp.,85.5,4465,,
113000003_6to8_2015,113000003,NA,6to8,2015,4642,Chironomidae Gen. sp.,84.8,4642,,
113000003_6to8_2015,113000003,NA,6to8,2015,4968,Dictyogenus sp.,46.1,4968,,
113000003_6to8_2015,113000003,NA,6to8,2015,17779,Elmis sp.,4.9,,,
113000003_6to8_2015,113000003,NA,6to8,2015,5097,Empididae Gen. sp.,9.9,5097,,
113000003_6to8_2015,113000003,NA,6to8,2015,5119,Epeorus sp.,11,5119,,
113000003_6to8_2015,113000003,NA,6to8,2015,5790,Leuctra sp.,29.7,5790,,
113000003_6to8_2015,113000003,NA,6to8,2015,5809,Limnephilidae Gen. sp.,360.7,5809,,
113000003_6to8_2015,113000003,NA,6to8,2015,8483,Limoniidae Gen. sp.,57.6,8483,,
113000003_6to8_2015,113000003,NA,6to8,2015,6068,Naididae Gen. sp.,4.9,6068,,
113000003_6to8_2015,113000003,NA,6to8,2015,6108,Nemoura sp.,14.8,6108,,
113000003_6to8_2015,113000003,NA,6to8,2015,6616,Protonemura sp.,318.6,6616,,
113000003_6to8_2015,113000003,NA,6to8,2015,8753,Psychodidae Gen. sp.,11.4,8753,,
113000003_6to8_2015,113000003,NA,6to8,2015,6682,Rhabdiopteryx sp.,1.6,6682,,
113000003_6to8_2015,113000003,NA,6to8,2015,6747,Rhithrogena sp.,79.6,6747,,
113000003_6to8_2015,113000003,NA,6to8,2015,6780,Rhyacophila sp.,47.7,6780,,
113000003_6to8_2015,113000003,NA,6to8,2015,9311,Sericostomatidae Gen. sp.,1.6,9311,,
113000003_6to8_2015,113000003,NA,6to8,2015,6842,Simuliidae Gen. sp.,11.5,6842,,
113000003_6to8_2016,113000003,NA,6to8,2016,9737,Anthomyiidae Gen. sp.,1.6,9737,,
113000003_6to8_2016,113000003,NA,6to8,2016,4419,Baetis sp.,257,4419,,
113000003_6to8_2016,113000003,NA,6to8,2016,4465,Blephariceridae Gen. sp.,31.3,4465,,
113000003_6to8_2016,113000003,NA,6to8,2016,4642,Chironomidae Gen. sp.,168,4642,,
113000003_6to8_2016,113000003,NA,6to8,2016,4771,Crenobia alpina,1.6,4771,,
113000003_6to8_2016,113000003,NA,6to8,2016,4968,Dictyogenus sp.,28,4968,,
113000003_6to8_2016,113000003,NA,6to8,2016,5053,Ecdyonurus sp.,6.6,5053,,
113000003_6to8_2016,113000003,NA,6to8,2016,5097,Empididae Gen. sp.,1.6,5097,,
113000003_6to8_2016,113000003,NA,6to8,2016,5458,Heptageniidae Gen. sp.,42.8,5458,,
113000003_6to8_2016,113000003,NA,6to8,2016,5673,Isoperla sp.,14.8,5673,,
113000003_6to8_2016,113000003,NA,6to8,2016,5790,Leuctra sp.,27.9,5790,,
113000003_6to8_2016,113000003,NA,6to8,2016,5809,Limnephilidae Gen. sp.,92.2,5809,,
113000003_6to8_2016,113000003,NA,6to8,2016,8483,Limoniidae Gen. sp.,125.1,8483,,
113000003_6to8_2016,113000003,NA,6to8,2016,5900,Lumbricidae Gen. sp.,4.9,5900,,
113000003_6to8_2016,113000003,NA,6to8,2016,7490,Lumbriculidae Gen. sp.,3.2,7490,,
113000003_6to8_2016,113000003,NA,6to8,2016,6108,Nemoura sp.,31.3,6108,,
113000003_6to8_2016,113000003,NA,6to8,2016,6616,Protonemura sp.,392,6616,,
113000003_6to8_2016,113000003,NA,6to8,2016,8753,Psychodidae Gen. sp.,1.6,8753,,
113000003_6to8_2016,113000003,NA,6to8,2016,6682,Rhabdiopteryx sp.,1.6,6682,,
113000003_6to8_2016,113000003,NA,6to8,2016,6747,Rhithrogena sp.,31.3,6747,,
113000003_6to8_2016,113000003,NA,6to8,2016,6780,Rhyacophila sp.,59.3,6780,,
113000003_6to8_2016,113000003,NA,6to8,2016,6842,Simuliidae Gen. sp.,26.3,6842,,
113000003_6to8_2017,113000003,NA,6to8,2017,4419,Baetis sp.,79.0513834,4419,,
113000003_6to8_2017,113000003,NA,6to8,2017,4465,Blephariceridae Gen. sp.,14.82213439,4465,,
113000003_6to8_2017,113000003,NA,6to8,2017,4642,Chironomidae Gen. sp.,42.81949934,4642,,
113000003_6to8_2017,113000003,NA,6to8,2017,4671,Chloroperla sp.,1.646903821,4671,,
113000003_6to8_2017,113000003,NA,6to8,2017,4968,Dictyogenus sp.,14.82213439,4968,,
113000003_6to8_2017,113000003,NA,6to8,2017,5053,Ecdyonurus sp.,4.940711462,5053,,
113000003_6to8_2017,113000003,NA,6to8,2017,17779,Elmis sp.,1.646903821,,,
113000003_6to8_2017,113000003,NA,6to8,2017,5101,Enchytraeidae Gen. sp.,6.587615283,5101,,
113000003_6to8_2017,113000003,NA,6to8,2017,5673,Isoperla sp.,3.293807642,5673,,
113000003_6to8_2017,113000003,NA,6to8,2017,5790,Leuctra sp.,4.940711462,5790,,
113000003_6to8_2017,113000003,NA,6to8,2017,5809,Limnephilidae Gen. sp.,70.8168643,5809,,
113000003_6to8_2017,113000003,NA,6to8,2017,8483,Limoniidae Gen. sp.,27.99736495,8483,,
113000003_6to8_2017,113000003,NA,6to8,2017,6108,Nemoura sp.,4.940711462,6108,,
113000003_6to8_2017,113000003,NA,6to8,2017,14641,Pediciidae Gen. sp.,36.23188406,14641,,
113000003_6to8_2017,113000003,NA,6to8,2017,6616,Protonemura sp.,110.342556,6616,,
113000003_6to8_2017,113000003,NA,6to8,2017,8753,Psychodidae Gen. sp.,3.293807642,8753,,
113000003_6to8_2017,113000003,NA,6to8,2017,6747,Rhithrogena sp.,18.11594203,6747,,
113000003_6to8_2017,113000003,NA,6to8,2017,6780,Rhyacophila sp.,8.234519104,6780,,
113000003_6to8_2017,113000003,NA,6to8,2017,6842,Simuliidae Gen. sp.,19.76284585,6842,,
