site,study_id,Site_name,Country,River,Data_owner,Longitude_X,Latitude_Y,sampling_method_long,unit,Starting_year,Ending_year,Year_count,Sampling_years,Min_month,Max_month,season,TaxonomicRes,abund_alienSpp,SppRich_alienSpp,abundProportion_alienSpp,SppRichProportion_alienSpp,Max of spp_richness_perYr,Min of spp_richness_perYr,total_sppRich_AllYrs,total_abund_AllYrs,ppt_Est,tmax_Est,ppt_Est_gls,ppt_SE_gls,tmax_Est_gls,tmax_SE_gls,MacrobasinID,MicrobasinID,microbasin_area_km2,strahler_streamOrder,accumulation_atPoint,accumulation_min,accumulation_max,accumulation_range,accumulation_mean,accumulation_stddev,elevation_atPoint,elevation_min,elevation_max,elevation_range,elevation_mean,elevation_stddev,slope_atPoint,slope_min,slope_max,slope_range,slope_mean,slope_stddev,crop_meanPerc_subcatch,forest_meanPerc_subcatch,grassShrubland_meanPerc_subcatch,urban_meanPerc_subcatch,water_meanPerc_subcatch,crop_meanPerc_upstr,forest_meanPerc_upstr,grassShrubland_meanPerc_upstr,urban_meanPerc_upstr,water_meanPerc_upstr,dam_impact_score_lessthan100km,dam_minDist_km_lessthan100km,dam_num_connected_lessthan100km,dam_impact_score_AllDams,dam_minDist_km_allDams,dam_num_connected_AllDams,aet_mm_12moPrior,ppt_mm_12moPrior,tmax_C_12moPrior,tmin_C_12moPrior
103000606,Spain_3_1,San Agustin (Ibaizabal Alto) (ELORRIO),Spain,Ibaizabal,Aitor LarraÒaga,-2.569218,43.1304116,Kicknet,Ind/ 5 subsamples,2007,2019,13,13,9,9,fall,genus,412,1,0.003191621,0.014084507,27,10,71,129088,3.549415896,0.063049451,5.602833654,9.876065608,0.065296937,0.025293097,1097026,17440590,0.144123477,4,0.006772165,0.006772165,31.8937664,31.88699424,6.920909914,13.08846084,171.6,164,223.1999969,59.19999695,181.0652207,17.55262041,0.112497856,0,0.393160619,0.393160619,0.126691686,0.113151359,0,0.956522,0,0.0434783,0,0.00524332,0.862941,0.1022315,0.029585092,0,0,NoDam,0,0,NoDam,0,763.9230769,1103.538462,17.98782051,10
103000607,Spain_3_1,San Anton (Lea) (AULESTI),Spain,Lea,Aitor LarraÒaga,-2.5408751,43.3097565,Kicknet,Ind/ 5 subsamples,1993,2018,26,15,9,10,fall,genus,125417,2,0.38357459,0.012269939,48,22,163,326969,2.306808206,0.031550649,1.807099693,3.791563794,0.031246306,0.010083993,1097851,26325746,0.081223144,5,0.02212854,0.006430472,43.55670929,43.55027882,6.711347564,15.69139963,69.8,53.5,290.3000183,236.8000183,141.9000033,73.68019473,0.142251035,0,0.841288118,0.841288118,0.463092498,0.265170596,0,1,0,0,0,0,0.9773479,0.0226515,0,0,0,NoDam,0,0,NoDam,0,785.3333333,1195.375,17.74652778,10.27395833
103000608,Spain_3_1,San Esteban de Galdames (Barbadun) (SOPUERTA),Spain,Barbadun,Aitor LarraÒaga,-3.1393597,43.2706126,Kicknet,Ind/ 5 subsamples,2007,2019,13,13,9,9,fall,genus,44993,2,0.108874929,0.014285714,54,31,140,413254,2.123424222,0.05746337,4.354531406,9.207143661,0.057979975,0.02665497,1097517,25482062,0.081274352,5,0.01274767,0.006252098,48.0802803,48.07402821,11.47342917,20.05504247,67.8,65.30000305,124,58.69999695,81.25384815,17.89192314,0.027002699,0,0.3787083,0.3787083,0.147924459,0.141494827,0,1,0,0,0,0.0302554,0.7680177,0.200286,0.00144051,0,0,NoDam,0,0,NoDam,0,764.6153846,1127.538462,17.74294872,11.00320513
103000609,Spain_3_1,San Kristobal (Mape) (BUSTURIA),Spain,Mape,Aitor LarraÒaga,-2.702943,43.3670659,Kicknet,Ind/ 5 subsamples,1999,2019,21,19,9,10,fall,genus,33639,1,0.121834967,0.006849315,45,20,146,276103,4.356251448,0.035735931,4.812119338,4.345186164,0.035918235,0.011100862,1097853,27841521,0.43069212,4,1.428036,0.006242194,18.32326508,18.31702288,2.470079171,5.676705534,13.2,11.19999981,169.6000061,158.4000063,51.36231917,37.04924296,0,0,0.486015672,0.486015672,0.161896873,0.125883914,0,0.739131,0.26087,0,0,0,0.97446429,0.0255349,0,0,0,NoDam,0,0,NoDam,0,783.7142857,1169.809524,18.0297619,11.08849206
103000610,Spain_3_1,San Prudentzio (Deba Alto) (BERGARA),Spain,Deba,Aitor LarraÒaga,-2.4474737,43.0814872,Kicknet,Ind/ 5 subsamples,2002,2019,18,18,9,10,fall,genus,26557,2,0.073564689,0.023255814,28,2,86,361002,6.683864218,0.043842449,6.921874963,5.329414272,0.043656211,0.014964376,1091692,16487651,0.163053547,6,253.3925,0.008401857,255.3031311,255.2947292,30.56150229,81.13455722,175.6,175.6000061,309,133.3999939,217.4692365,40.84833889,0,0,0.772889551,0.772889551,0.25338078,0.212798221,0,1,0,0,0,0.017230653,0.823674541,0.136030458,0.018967424,0.00409735,0,NoDam,0,0,NoDam,0,740.2777778,1044.722222,17.49166667,8.936111111
103000611,Spain_3_1,Sangroniz (Asua) (SONDIKA),Spain,Asua,Aitor LarraÒaga,-2.9375133,43.2920754,Kicknet,Ind/ 5 subsamples,1993,2019,27,27,9,10,fall,genus,54591,5,0.153955272,0.046728972,26,5,107,354590,0.836090923,0.028998779,1.044651544,2.937828838,0.028722928,0.008473454,1097026,29256429,0.01249934,2,1.347447,0.007327613,1.347447276,1.340119663,0.677387445,0.670059831,9.400001,9.400000572,20.39999962,10.99999905,14.9000001,5.499999523,0.054968925,0.054968925,0.095977046,0.041008122,0.075472985,0.020504061,0,0,0,1,0,0,0.836127888,0.120395554,0.0434737,0,0,NoDam,0,0,NoDam,0,801.8148148,1185.481481,18.19691358,11.86327161
103000612,Spain_3_1,Santa Cruz de Campezo aguas bajo piscifactoria (Ega) (CAMPEZO/KANPEZU),Spain,Ega,Aitor LarraÒaga,-2.3345495,42.6748491,Kicknet,Ind/ 5 subsamples,2003,2019,17,17,9,10,fall,genus,6225,2,0.009764338,0.016260163,48,21,123,637524,1.5330358,0.040236928,2.241158703,4.021301011,0.041088047,0.017222091,1096464,6367809,0.05681439,6,0.00762398,0.00762398,348.5718994,348.5642754,114.2728941,159.2087241,548.8,543.2000122,548.7999878,5.599975586,545.2666762,2.226600349,0.060487639,0,0.060487639,0.060487639,0.019613805,0.021587326,1,0,0,0,0,0.295780431,0.641700688,0.0617523,0.000364326,0.000402467,0,NoDam,0,8.534769865,205.8015094,10,592.3529412,684.7647059,17.21029412,7.071078431
103000613,Spain_3_1,Santelices (Barbadun) (MUSKIZ),Spain,Barbadun,Aitor LarraÒaga,-3.1211689,43.313009,Kicknet,Ind/ 5 subsamples,1993,2019,27,27,9,10,fall,genus,71228,2,0.122532466,0.010752688,54,24,186,581299,0.462440807,0.028729141,0.725297453,2.797792941,0.028461486,0.008320915,1097517,29641446,0.306123733,5,0.0326241,0.006586106,96.43309784,96.42651173,13.75339651,33.63455127,17.5,3,189.1000061,186.1000061,59.70204242,52.99458915,0.104770469,0,0.543394293,0.543394293,0.197123049,0.143215235,0.21617563,0.6938773,0.0816327,0.008314452,0,0.0278815,0.819070185,0.1506785,0.002370227,0,0,NoDam,0,0,NoDam,0,780.2222222,1143.740741,17.7867284,11.22932099
103000614,Spain_3_1,Segura (Oria Alto) (IDIAZABAL),Spain,Oria,Aitor LarraÒaga,-2.2418122,43.0217141,Kicknet,Ind/ 5 subsamples,2004,2019,16,16,9,10,fall,genus,59910,2,0.148622064,0.017094017,37,17,117,403103,5.275578573,0.059252451,7.370678835,6.809414966,0.059517846,0.017126736,1097230,15365844,0.28248234,5,62.39833,0.00627755,62.41985321,62.41357566,11.15974938,23.64949989,195.7,195.6999969,334.3999939,138.6999969,218.6177795,34.95316525,0,0,0.596225393,0.596225393,0.141156305,0.171144062,0,0.6,0.395061778,0.004938267,0,0.00454816,0.8784457,0.1145078,0.002498622,0,0,NoDam,0,0,NoDam,0,763.125,1066.625,18.1140625,9.165625
103000615,Spain_3_1,Sorabilla (Oria Medio) (ANDOAIN),Spain,Oria,Aitor LarraÒaga,-2.0328358,43.2093752,Kicknet,Ind/ 5 subsamples,1993,2019,27,27,9,10,fall,genus,15234,4,0.027575097,0.034782609,31,3,115,552455,0.694303543,0.033567359,0.894977243,3.673017271,0.033227801,0.008909627,1097230,22219537,0.375513548,1,0.2357145,0.006259092,0.235714495,0.229455403,0.03886449,0.05561145,46.6,46.60000229,184.5,137.8999977,111.9450013,39.95824654,0.047106354,0.008723396,0.316474575,0.307751179,0.130714146,0.074132046,0,0.690123333,0.249999926,0.059876533,0,0,0.576927077,0.205132,0.217940308,0,0,NoDam,0,0,NoDam,0,846.1481481,1335.407407,18.57222222,10.23580247
103000616,Spain_3_1,Soraluze (Deba Medio) (SORALUZE-PLACENCIA DE LAS ARMAS),Spain,Deba,Aitor LarraÒaga,-2.4190195,43.1778603,Kicknet,Ind/ 5 subsamples,2007,2019,13,13,9,10,fall,genus,2567,2,0.008692914,0.025,31,15,80,295298,4.554728247,0.063232601,5.924103747,10.80127568,0.065320976,0.02622205,1091692,22384001,0.150274979,6,357.3387,0.006524125,361.3781433,361.3716192,74.60416909,145.2327278,102.6,100.9000015,233.8000031,132.9000015,140.4875024,35.37026087,0,0,0.462338028,0.462338028,0.22305244,0.152021544,0,0.0416667,0.958333,0,0,0.015675956,0.838068825,0.122047701,0.021238217,0.00297052,0,NoDam,0,0,NoDam,0,777.0769231,1174.923077,17.67884615,9.475
103000617,Spain_3_1,Su√±abolueta (Aramaio) (ARAMAIO),Spain,Aramaio,Aitor LarraÒaga,-2.5400191,43.0580425,Kicknet,Ind/ 5 subsamples,2009,2019,11,8,9,10,fall,genus,4419,1,0.049919794,0.011627907,37,18,86,88522,4.834270455,0.082272727,5.772903288,13.80980237,0.083495217,0.031220983,1091692,11475966,0.050190304,3,4.685251,0.008557378,4.685250759,4.676693381,1.185436032,2.011208774,290.7,290.7000122,360.8999939,70.19998169,319.3625069,22.53718346,0.027042582,0.027042582,0.51642262,0.489380038,0.231671244,0.169708659,0,1,0,0,0,0,0.6521732,0.347827,0,0,0,NoDam,0,0,NoDam,0,731.5454545,1054.818182,17.49090909,8.937121212
103000618,Spain_3_1,Trespuentes aguas arriba confluencia del Oka (Zadorra Bajo) (IRU√ëA OKA/IRU√ë,Spain,Zadorra,Aitor LarraÒaga,-2.7736786,42.8463023,Kicknet,Ind/ 5 subsamples,2007,2019,13,13,9,10,fall,genus,17819,2,0.024291757,0.038461538,23,8,52,733541,1.00187314,0.06268315,3.105053419,7.062602063,0.064851249,0.024137452,1096464,7095540,0.081839477,7,902.4533,0.006295338,902.4682007,902.4619053,275.6483066,413.5067798,495.8,495.8000183,499.6000061,3.799987793,497.2615497,1.227586134,0,0,0.041045231,0.041045231,0.013761188,0.012110195,1,0,0,0,0,0.371167527,0.418088347,0.142183593,0.039629308,0.028930792,1.513930732,21.49581382,2,14.17691578,21.49581382,17,638,822.1538462,17.0775641,8.069230769
103000619,Spain_3_1,Ugao-Miraballes (Zeberio) (ZEBERIO),Spain,Zeberio,Aitor LarraÒaga,-2.8979978,43.1705192,Kicknet,Ind/ 5 subsamples,2003,2019,17,17,9,10,fall,genus,2097,3,0.009823532,0.025862069,34,16,116,213467,3.874885039,0.036519608,5.036082282,5.800486371,0.036653019,0.01835595,1097026,24305463,0.081408108,4,0.02169593,0.0075387,48.24498367,48.23744497,11.13632001,20.30570527,102,80.80000305,157.5,76.69999695,108.4230787,24.42288119,0.228983556,0,0.484250016,0.484250016,0.234759103,0.184354523,0,1,0,0,0,0,0.9797994,0.0202011,0,0,0,NoDam,0,0,NoDam,0,754.5294118,1097.058824,17.87941177,10.7872549
103000620,Spain_3_1,Urarte (Ayuda Alto) (BERNEDO),Spain,Ayuda,Aitor LarraÒaga,-2.5957968,42.7014825,Kicknet,Ind/ 5 subsamples,2007,2018,12,11,9,10,fall,genus,15960,1,0.035419284,0.006849315,51,29,146,450602,4.346692956,0.06958042,3.276400841,7.487322005,0.077711189,0.024083125,1096464,5336394,0.227162727,4,0.145185,0.006311015,37.99317169,37.98686068,4.540024217,11.92413062,625.4,622.2000122,669.2999878,47.09997559,638.7361298,12.92258775,0.019193027,0.002160414,0.266754472,0.264594058,0.085502292,0.061933777,1,0,0,0,0,0.12876818,0.76716475,0.1040669,0,0,0,NoDam,0,0.816983526,470.6294264,1,596.9166667,712.0833333,16.94305556,6.9875
103000621,Spain_3_1,Urbina (Santa Engracia) (ARRAZUA-UBARRUNDIA),Spain,Santa Engracia,Aitor LarraÒaga,-2.6373866,42.9416236,Kicknet,Ind/ 5 subsamples,2003,2019,17,17,9,10,fall,genus,4606,2,0.006984799,0.02739726,27,9,73,659432,3.224350883,0.039726307,3.833980516,5.070604163,0.040371373,0.017573794,1096464,6020954,0.238861167,1,104.3251,0.006308106,104.3251114,104.3188033,2.772934956,16.69509009,518.4,518.4000244,628.4000244,110,580.8868521,33.17606912,0,0,0.203743099,0.203743099,0.093504582,0.057628447,0,0.5,0.5,0,0,0,0.399994,0.600006,0,0,0,NoDam,0,3.995934454,214.1901479,5,663.4117647,905.5882353,16.80833333,7.894117647
103000622,Spain_3_1,Urdanibia (Jaizubia) (IRUN),Spain,Jaizubia,Aitor LarraÒaga,-1.8214359,43.3379944,Kicknet,Ind/ 5 subsamples,1999,2019,21,19,9,10,fall,genus,3499,3,0.016974972,0.041666667,17,5,72,206127,3.638693169,0.044253247,4.510127537,5.259624399,0.044396928,0.012926397,1097519,30041783,0.07494027,4,18.41501,0.006245087,18.46704102,18.46079593,4.614535682,7.974031136,3.2,1.899999976,17,15.10000002,6.991666744,4.527961012,0.014041372,0,0.102185089,0.102185089,0.036688641,0.033994764,0,0,0.922839815,0.077160463,0,0.030636723,0.645521285,0.188708,0.13513155,0,0,NoDam,0,0,NoDam,0,838.3809524,1268.190476,19.14285714,10.91428571
103000623,Spain_3_1,Urrestilla (Ibaieder) (AZPEITIA),Spain,Ibaieder,Aitor LarraÒaga,-2.2413836,43.1550378,Kicknet,Ind/ 5 subsamples,2007,2019,13,13,9,10,fall,genus,172854,2,0.226451134,0.013245033,54,28,151,763317,3.646353823,0.063598901,6.173162733,11.69122388,0.065891659,0.026183541,1093886,20774313,0.419671216,5,40.32655,0.006265663,40.32654953,40.32028387,5.399058187,13.12937976,121.5,112.7000046,279.3999939,166.6999893,164.4417935,46.25522113,0.013314842,0,0.639436994,0.639436994,0.225207257,0.199826101,0,0.812603778,0.187396222,0,0,0.00170599,0.9624639,0.0272971,0,0.00853195,0,NoDam,0,0,NoDam,0,804.2307692,1236.076923,17.775,9.112820513
103000624,Spain_3_1,Urretxu (Urola Medio) (URRETXU),Spain,Urola,Aitor LarraÒaga,-2.3188706,43.1085381,Kicknet,Ind/ 5 subsamples,2007,2019,13,13,9,10,fall,genus,26410,2,0.066521416,0.03030303,26,12,66,397015,3.918426004,0.063141025,5.605233808,10.90617738,0.065299264,0.026082409,1093886,10654711,0.188053143,4,55.87747,0.006274958,56.05345917,56.04718421,11.14253703,22.24832345,326,326,450,124,376.8833384,42.93159126,0,0,0.848806631,0.848806631,0.256224229,0.217290228,0,0.6,0.4,0,0,0.0126056,0.8725201,0.071236667,0.043638958,0,0,NoDam,0,0,NoDam,0,774,1163.307692,17.0474359,8.191025641
103000625,Spain_3_1,Usansolo Hospital (Ibaizabal Bajo) (GALDAKAO),Spain,Ibaizabal,Aitor LarraÒaga,-2.8210656,43.2263534,Kicknet,Ind/ 5 subsamples,2007,2019,13,9,9,9,fall,genus,107,3,0.001860384,0.043478261,34,12,69,57515,3.162786256,0.06268315,5.47086532,9.942579149,0.064610635,0.025624511,1097026,27217981,0.218981979,6,424.1187,0.006421003,424.1187134,424.1122924,60.58571606,148.3386207,41.2,41.20000076,113,71.79999924,61.90571583,22.34208054,0,0,0.344644911,0.344644911,0.121753815,0.113535399,0.0285714,0.342857,0.628571,0,0,0.014818956,0.843373495,0.105439137,0.036369533,0,0.322598953,67.74010469,1,0.973657501,67.74010469,1,770.0769231,1144.846154,18.125,11.04294872
103000626,Spain_3_1,Venta Blanca (Omecillo Bajo) (VALDEGOV√çA),Spain,Omecillo,Aitor LarraÒaga,-3.0496335,42.8251275,Kicknet,Ind/ 5 subsamples,1993,2019,27,27,9,10,fall,genus,16734,3,0.025211983,0.020408163,49,17,147,663732,-0.280250475,0.029456655,-0.141396253,2.081396897,0.029058305,0.007991248,1096464,6497210,0.32747491,1,138.406,0.006297376,138.4640198,138.4577224,9.766383234,33.75046297,511.3,508.3999939,560.4000244,52.00003052,533.971165,13.1828214,0.025280886,0,0.218507555,0.218507555,0.073244613,0.050866509,1,0,0,0,0,1,0,0,0,0,0.103608137,89.63918635,1,6.623204141,89.63918635,8,620.1481481,776.1481481,16.68179012,7.87654321
103000627,Spain_3_1,Zaldibi (Zaldivia) (ZALDIBIA),Spain,Zaldivia,Aitor LarraÒaga,-2.1577687,43.0485376,Kicknet,Ind/ 5 subsamples,2002,2019,18,18,9,10,fall,genus,43509,2,0.114428109,0.013888889,48,12,144,380230,7.376256216,0.047901617,7.574517989,5.997876913,0.047668972,0.015388554,1097230,17994917,0.156868678,4,37.63585,0.007594109,37.63585281,37.6282587,8.469889475,14.40819214,153.5,153.5,203.4000092,49.90000916,167.7640033,14.67749033,0.0165744,0,0.255922527,0.255922527,0.1054641,0.096209391,0,0.162962963,0.837037037,0,0,0.0054845,0.615436565,0.378325353,0.000752488,0,0,NoDam,0,0,NoDam,0,790.5,1141.333333,18.02314815,9.097222222
103000628,Spain_3_1,Zamudio (Asua) (ZAMUDIO),Spain,Asua,Aitor LarraÒaga,-2.8548711,43.2818792,Kicknet,Ind/ 5 subsamples,1994,2019,26,26,9,10,fall,genus,207417,3,0.374333375,0.025,31,8,120,554097,0.888646178,0.024655271,1.143616007,3.156923724,0.024322515,0.008325474,1097026,27608330,0.025003048,4,17.50966,0.01031472,17.50966072,17.499346,4.463401171,7.532793694,33.6,33.60000229,38.79999924,5.199996948,37.05000114,2.025462091,0.020940555,0.020940555,0.045371146,0.024430592,0.035337115,0.008908683,0,0.259259259,0.740740741,0,0,0.013334279,0.65744712,0.28270692,0.046509264,0,0,NoDam,0,0,NoDam,0,783.5384615,1162.153846,17.91474359,11.08846154
103000629,Spain_3_1,Zarautz (I√±urritza) (ZARAUTZ),Spain,I√±urritza,Aitor LarraÒaga,-2.1709435,43.2768417,Kicknet,Ind/ 5 subsamples,1999,2019,21,16,9,10,fall,genus,6090,3,0.024334109,0.029126214,34,11,103,250266,4.083089235,0.040476191,4.786849221,4.955095645,0.040601633,0.011376791,1091192,29884815,0.050009691,4,0.01870282,0.006251083,13.26737785,13.26112677,3.389191818,4.72915726,5.4,4.300000191,11.40000057,7.100000381,6.100000203,2.117191673,0.007396106,0.001744634,0.056700765,0.054956131,0.015365317,0.016219347,0,0.037037037,0,0.962962963,0,0.0333281,0.8021118,0.140611,0.0239525,0,0,NoDam,0,0,NoDam,0,829.047619,1266.952381,18.47261905,10.33531746
103000630,Spain_3_1,Zestafe (Undabe) (ZIGOITIA),Spain,Santa Engracia,Aitor LarraÒaga,-2.6842373,43.0103093,Kicknet,Ind/ 5 subsamples,2007,2019,13,13,9,10,fall,genus,35,1,0.000299891,0.010204082,34,17,98,116709,2.267709875,0.062042125,4.444053548,8.724387175,0.064661916,0.024888906,1096464,6217134,0.194635953,4,0.01807315,0.009519269,29.80547142,29.79595215,4.89939992,10.88857183,585.5,555.4000244,653.7000122,98.29998779,587.1742081,28.98230212,0.262396988,0,0.57186877,0.57186877,0.181681378,0.153744978,0,1,0,0,0,0.0121064,0.941888683,0.0460046,0,0,0,NoDam,0,0,NoDam,0,699.2307692,994.7692308,16.21602564,7.392948718
103000631,Spain_3_1,Zestoa (Urola Bajo) (ZESTOA),Spain,Urola,Aitor LarraÒaga,-2.2582403,43.2256554,Kicknet,Ind/ 5 subsamples,2007,2019,13,13,9,10,fall,genus,3563,2,0.021953579,0.020618557,34,15,97,162297,4.143962146,0.063141026,5.936092196,11.85333544,0.065598025,0.026082569,1093886,26467477,0.04379643,5,249.6187,0.012716028,249.6186523,249.6059363,71.05033325,112.2151386,51.5,51.5,82.09999847,30.59999847,61.95714351,10.01026011,0,0,0.266940931,0.266940931,0.108354606,0.103947395,0,0.899471,0,0.100529,0,0.013008931,0.869726175,0.090623017,0.02522305,0.00141743,0,NoDam,0,0,NoDam,0,821,1262.769231,18.10641026,9.830128205
103000632,Spain_3_1,Ziorraga (Altube) (ZUIA),Spain,Altube,Aitor LarraÒaga,-2.9001014,43.0042987,Kicknet,Ind/ 5 subsamples,2003,2018,16,11,9,9,fall,genus,16718,2,0.06046118,0.015625,55,25,128,276508,5.930168762,0.040992647,4.63798433,5.960535685,0.041465725,0.020215968,1097026,10157637,0.062791526,5,0.01628103,0.007073072,47.31853485,47.31146178,14.04556003,21.43452513,360.7,345.2000122,400.6000061,55.3999939,372.9700073,21.40448423,0.135240996,0,0.431026087,0.431026087,0.162737085,0.159329087,0,1,0,0,0,0.100009618,0.645276556,0.251954875,0.002758266,0,0,NoDam,0,0,NoDam,0,691.625,957.5625,16.7421875,8.483333333
103000633,Spain_3_1,Zuazo de Vitoria (Zadorra Medio) (VITORIA-GASTEIZ),Spain,Zadorra,Aitor LarraÒaga,-2.7261004,42.8564825,Kicknet,Ind/ 5 subsamples,2007,2019,13,13,9,10,fall,genus,19699,2,0.046736023,0.032258065,24,13,62,421495,1.641864848,0.060119048,3.159616556,7.127609344,0.062583472,0.024359361,1096464,7022780,0.132178229,7,0.007334556,0.006293979,814.6557617,814.6494677,193.6276155,346.2746483,507.4,500.3000183,510.1000061,9.799987793,503.6285807,3.048203364,0.061894144,0,0.062765948,0.062765948,0.022658132,0.019129893,0.830688,0,0,0.169312,0,0.362964578,0.42088238,0.148281011,0.036992033,0.030880458,1.61574489,16.40510593,2,14.15118027,16.40510593,17,639.7692308,829.9230769,17.05769231,8.007051282
103000634,Spain_3_1,Zubiete (Herrerias) (GORDEXOLA),Spain,Herrerias,Aitor LarraÒaga,-3.0577141,43.1855882,Kicknet,Ind/ 5 subsamples,2007,2019,13,13,9,9,fall,genus,2819,3,0.006835182,0.026548673,45,22,113,412425,2.331023775,0.059478022,3.961962463,9.063124035,0.060916793,0.02564782,1097026,25266147,0.068868238,5,188.5011,0.008370405,188.5010834,188.492713,34.35620768,72.60538183,66.9,66.90000153,120.2000046,53.30000305,77.96363761,16.72615267,0.003490104,0,0.374312188,0.374312188,0.088430704,0.121152116,0.363636,0.037037041,0.599327,0,0,0.033003656,0.671488225,0.295383917,0.000122173,0,0.677954065,32.20459348,1,0.987476407,32.20459348,1,745.3076923,1086.307692,17.73076923,10.76153846
103000635,Spain_3_1,Zubillaga (O√±ati) (O√ëATI),Spain,O√±ati,Aitor LarraÒaga,-2.4425529,43.0646151,Kicknet,Ind/ 5 subsamples,1997,2019,23,23,9,10,fall,genus,6659,4,0.024634952,0.037037037,35,7,108,270307,-0.122085728,0.027083333,0.893353554,3.706860228,0.027241983,0.010444044,1091692,15761026,0.119187967,5,126.5713,0.006273235,126.5713272,126.565054,24.19257915,47.48159926,191.5,190.4000092,302.1000061,111.6999969,224.7368461,33.90060098,0.016272407,0,0.485018745,0.485018745,0.18123053,0.158754565,0,0.892787481,0,0.107212519,0,0.029562819,0.831859759,0.120168582,0.010107425,0.00829959,0,NoDam,0,0,NoDam,0,744.173913,1060.608696,17.46123188,8.946376812
103000636,Spain_3_1,Zubizarreta (Asteasu) (ZIZURKIL),Spain,Asteasu,Aitor LarraÒaga,-2.0704154,43.191011,Kicknet,Ind/ 5 subsamples,2007,2019,13,13,9,10,fall,genus,33356,2,0.147479374,0.01980198,32,16,101,226174,4.34267099,0.066575091,7.146984516,12.22672086,0.068315264,0.027749916,1097230,25217174,0.300482442,4,27.62054,0.00626728,28.45244789,28.44618061,4.756946996,10.19171938,66.8,62.20000076,158,95.79999924,91.65416892,26.37825804,0,0,0.516296545,0.516296545,0.168717585,0.144698529,0.2708337,0.220679148,0.508487852,0,0,0.01745797,0.5860524,0.379032,0.0174565,0,0,NoDam,0,0,NoDam,0,843.1538462,1293.846154,18.81794872,10.27564102
103000637,Spain_3_2,AGA20200,Spain,Gipuzkoa,Aitor LarraÒaga,-2.180836205,43.031355,Surber,Ind/ 4 subsamples,1987,2017,31,25,8,10,fall,family,NA,NA,NA,NA,28,4,54,43149.5,4.119713255,0.030357317,4.181518777,3.200048806,0.030675192,0.009808063,1097230,17283664,0.150635439,4,0.2097711,0.006276537,74.71858215,74.71230562,12.46569409,27.79639524,176.3,166.3000031,203.3000031,37,173.7416693,7.266700094,0.087233578,0,0.197148813,0.197148813,0.052289281,0.044902353,0,0.06790137,0.47376563,0.458333,0,0.023772415,0.833564869,0.139524654,0.001261823,0.00187622,0,NoDam,0,0,NoDam,0,766.6333333,1052.166667,17.82111111,8.932222222
103000638,Spain_3_2,AIX01100,Spain,Gipuzkoa,Aitor LarraÒaga,-2.504809212,43.17472831,Surber,Ind/ 4 subsamples,1996,2017,22,22,8,10,fall,family,NA,NA,NA,NA,33,17,54,90934,-2.297066109,0.03025127,-1.971261061,4.63912746,0.029471187,0.01170976,1091692,10099019,0.294318945,1,0.1608726,0.007457625,0.236679524,0.229221899,0.046887705,0.056514033,198.8,198.8000031,533.4000244,334.6000214,351.0468156,89.29163837,0.130850947,0.042744533,0.651311456,0.608566923,0.327794703,0.157387616,0,0.9999998,0,0,0,0,1,0,0,0,0,NoDam,0,0,NoDam,0,772.4090909,1142.181818,17.50416667,9.575378788
103000640,Spain_3_2,AME13200,Spain,Gipuzkoa,Aitor LarraÒaga,-2.095363755,43.10195946,Surber,Ind/ 4 subsamples,1987,2017,31,23,5,7,summer,family,NA,NA,NA,NA,21,3,40,62184.5,3.44662876,0.030329301,3.524566098,2.979585263,0.030554584,0.008832464,1097230,22836475,0.257032727,6,393.0537,0.006270437,393.1333618,393.1270914,51.02652328,125.336383,97.3,94.59999847,261.1000061,166.5000076,147.3512216,49.93647273,0,0,0.628084546,0.628084546,0.186495755,0.178101525,0,0.4146345,0.585366,0,0,0.016805468,0.811662077,0.157831423,0.012992688,0.000709605,0,NoDam,0,0,NoDam,0,787.6774194,1177.322581,17.97311828,9.326344086
103000641,Spain_3_2,AMU09800,Spain,Gipuzkoa,Aitor LarraÒaga,-2.156649669,43.05063111,Surber,Ind/ 4 subsamples,1998,2017,20,20,5,7,summer,family,NA,NA,NA,NA,32,8,50,66911.5,-3.304720714,0.034912281,-1.624681646,5.280083875,0.035080628,0.016337386,1097230,12211006,0.288610661,1,0.04193205,0.006351886,0.178694621,0.172342734,0.031412088,0.038424448,192.3,154.3000031,396.2000122,241.9000092,288.7173969,64.60322306,0.220418889,0.021808394,0.396458117,0.374649723,0.218027527,0.101900823,0,0.978261,0.0217391,0,0,0,1,0,0,0,0,NoDam,0,0,NoDam,0,788.2,1145.25,17.94333333,9.069166667
103000642,Spain_3_2,ANL05500,Spain,Gipuzkoa,Aitor LarraÒaga,-2.390216358,43.10339854,Surber,Ind/ 4 subsamples,1996,2017,22,22,5,7,summer,family,NA,NA,NA,NA,19,6,41,102395.5,-2.720974175,0.02745624,-2.332055541,4.429931601,0.028816916,0.014346089,1091692,13806941,0.344801317,4,0.05124928,0.006270431,17.43227577,17.42600534,2.800444277,6.289816441,249.6,217.6999969,388.5,170.8000031,269.8145497,44.48646505,0.278275193,0,0.556550119,0.556550119,0.260622511,0.177220954,0,0.472727,0.527273,0,0,0,0.890922018,0.100742445,0.008332853,0,0,NoDam,0,0,NoDam,0,759.7272727,1105.363636,17.26704545,8.812878788
