site_id,study_id,Country,season,TaxonomicRes,Year_count,abund_nativeSpp,abundance,alien_Abund,alien_SppRich,E10,EPT_Abund,EPT_SppRich,FEve,FRed,FRic,insect_Abund,insect_SppRich,RaoQ,shannonsH,spp_rich_rare,spp_richness,SppRich_nativeSpp,turnover,F_to,FDiv
103000660,Spain_3_2,Spain,summer,family,22,NA,-0.036490599,NA,NA,-0.014651471,0.153691124,0.440490306,0.006699347,0.005004401,0.133939041,-0.012783232,0.721941458,0.245523315,0.032471578,0.622164166,0.812829236,NA,0.012857281,-0.027084524,0.000519585
103000661,Spain_3_2,Spain,summer,family,31,NA,-0.029276355,NA,NA,-0.004463635,0.104193204,0.251914669,0.009521658,0.00313396,0.018629524,3.75E-05,0.393439483,0.118211441,0.00750546,0.066997767,0.483028449,NA,0.001620288,-0.039906768,0.015300593
103000662,Spain_3_2,Spain,summer,family,31,NA,-0.003633321,NA,NA,0.000604826,0.079194407,0.112033218,-0.020082813,0.001686114,0.062338568,-0.012450055,0.113265138,0.51934986,0.019106352,0.028895821,0.29728326,NA,0.004989548,-0.026383106,0.001933204
103000663,Spain_3_2,Spain,fall,family,22,NA,-0.047402324,NA,NA,0.004619796,-0.054492638,-0.108737845,0.010950051,-0.002094531,0.009724445,-0.052781516,-0.025461262,0.438360188,0.020648942,0.347440401,-0.033702696,NA,-0.014105203,-0.065964556,0.083203122
103000664,Spain_3_2,Spain,summer,family,14,NA,-0.039613792,NA,NA,-0.010114813,-0.041345434,0.392567482,0.022126627,-0.000943957,0.049744024,-0.050197951,0.690087557,-0.437126601,0.015267976,0.805735435,0.697711718,NA,-0.014731983,-0.078892327,-0.014090928
103000665,Spain_3_2,Spain,fall,family,20,NA,-0.025963833,NA,NA,0.001876574,0.032011691,0.283583013,0.00778134,0.001934007,0.053314138,-0.031939698,0.571176693,0.550194,0.057269131,0.546529469,0.59063018,NA,-0.008255592,-0.043116276,-0.037130281
103000666,Spain_3_2,Spain,summer,family,22,NA,-0.05373954,NA,NA,-0.008363078,0.103505032,0.358317557,0.012401784,0.002379095,0.075822218,-0.04916196,0.779411141,-0.09457336,0.040262765,0.184347421,0.749137838,NA,0.005223578,-0.053632122,0.009553093
103000667,Spain_3_2,Spain,fall,family,18,NA,-0.069862874,NA,NA,0.003456468,0.009271457,-0.010806351,-0.004975237,0.004481858,0.013755785,-0.067725887,0.158235598,0.5703392,0.04392037,0.141678543,0.158319423,NA,0.006939312,-0.026085561,-0.045686146
103000668,Spain_3_2,Spain,summer,family,31,NA,-0.02643121,NA,NA,-0.002394389,-0.016593814,-0.002687533,0.004643267,0.000714819,-0.051091672,-0.026101365,0.118033763,0.066415731,0.001675719,-0.124456209,0.156445939,NA,-0.002605747,-0.00279357,0.006414087
103000669,Spain_3_2,Spain,fall,family,31,NA,-0.024297179,NA,NA,0.001888444,-0.103481294,-0.418874845,0.008027824,0.000472308,0.000326357,-0.066474163,-0.646657375,0.013181622,0.009450048,0.136475476,-0.356579257,NA,-0.010390034,-0.024255022,0.015960116
103000670,Spain_3_2,Spain,fall,family,22,NA,-0.019557396,NA,NA,0.003346278,-0.001986471,0.3243784,0.002809286,-0.000479225,0.013048814,-0.015268272,0.572046523,0.926218173,0.070842014,0.616450293,0.685446616,NA,-0.007294866,-0.077667947,0.005908672
103000671,Spain_3_2,Spain,summer,family,30,NA,-0.017136699,NA,NA,0.000119746,-0.019786142,0.048292461,0.00563906,-0.001316847,-0.032012802,-0.016236329,-0.250059948,0.150206196,0.013765967,0.192060099,-0.140457676,NA,-0.008242555,-0.038359392,0.027528699
103000672,Spain_3_2,Spain,fall,family,25,NA,-0.036250634,NA,NA,-0.004839211,-0.022998469,0.079117697,0.006844981,-0.001918164,0.047412541,-0.036401319,0.441172947,0.392144115,0.022683916,0.256484166,0.481166003,NA,0.005457076,-0.053995277,0.00906394
103000673,Spain_3_2,Spain,summer,family,31,NA,-0.009758795,NA,NA,0.000548317,-0.009202625,0.058670452,0.009077835,-0.004085336,0.039450095,-0.007413253,0.337474557,-0.018550364,0.003492278,0.48773041,0.42489078,NA,-0.000952344,-0.005840455,0.057747687
103000674,Spain_3_2,Spain,fall,family,31,NA,-0.022267682,NA,NA,0.00291077,0.049058597,0.330495861,0.012424754,0.002950244,0.03044047,0.089857125,0.5147928,0.621398627,0.055460406,0.369661689,0.522008101,NA,0.010950724,-0.014966843,-0.003730525
103000675,Spain_3_2,Spain,summer,family,20,NA,0.002580085,NA,NA,-0.005351838,0.120016022,0.394652996,0.017489023,0.004352145,0.059326734,0.003683671,0.646583889,0.487097531,0.051589342,0.500860557,0.763942549,NA,0.000590111,-0.075051472,0.117275206
103000676,Spain_3_2,Spain,fall,family,29,NA,-0.047015394,NA,NA,-0.006473045,0.091856146,0.382394437,0.003389878,0.002746968,0.021357878,-0.030692931,0.670069311,0.764772232,0.068557053,0.656978353,0.723029528,NA,-0.002565887,-0.049670968,0.016493519
103000677,Spain_3_2,Spain,summer,family,31,NA,0.013389581,NA,NA,-0.010512075,0.102441433,0.246164578,0.004098751,0.001217156,0.018479216,0.027522618,0.159330761,-0.179051242,0.004725099,0.012177307,0.284594149,NA,-0.001765187,-0.021622703,-0.007951004
103000678,Spain_3_2,Spain,fall,family,22,NA,-0.03451664,NA,NA,-0.003301659,-0.046946546,0.090181239,0.00832046,-0.000101653,-0.007203798,-0.052110768,0.226698854,-0.450233156,-0.001071522,0.405656194,0.178034416,NA,0.001727619,-0.015653407,0.013073576
103000679,Spain_3_2,Spain,fall,family,29,NA,-0.08184795,NA,NA,-0.003961897,0.084605404,0.213361495,0.003024969,0.000948058,0.011309354,-0.063874048,0.418038025,0.220316553,0.029313485,0.340120521,0.436899849,NA,-0.005798914,-0.035076511,0.010847828
103000680,Spain_3_2,Spain,summer,family,31,NA,0.155669177,NA,NA,-0.009453027,0.043789246,0.147310476,0.002298311,0.004150163,0.014735574,0.164355052,0.366124782,-0.290272285,-0.01565491,-0.373574309,0.344290228,NA,-0.005240618,-0.048414488,0.04402041
103000681,Spain_3_2,Spain,fall,family,14,NA,-0.017755123,NA,NA,-0.006077597,0.121523152,0.231770897,0.005771831,0.007802133,0.091787239,-0.010182543,0.544332853,0.103843168,0.047938097,0.58248888,0.603636786,NA,0.002357663,-0.045018907,-0.055147138
103000682,Spain_3_2,Spain,fall,family,31,NA,0.01680109,NA,NA,-0.009998999,0.075187696,0.253148877,0.009463208,0.004220856,0.019619932,0.007128253,0.385497392,0.120093447,0.023270493,0.188399459,0.462087266,NA,0.003114428,-0.024005688,0.058792959
103000683,Spain_3_2,Spain,fall,family,15,NA,-0.031918662,NA,NA,-0.002118135,-0.046022131,0.025788922,-0.010810153,0.005260383,0.004144789,-0.032529022,0.091538479,-0.30122076,0.001587704,0.245845302,0.157499353,NA,0.010981916,-0.059175285,-0.06815081
103000684,Spain_3_2,Spain,summer,family,22,NA,-0.046490852,NA,NA,0.002473165,0.024156547,0.253126687,0.014215516,0.003666082,0.001346269,-0.033781497,0.393240561,0.492166309,0.036574728,0.298949872,0.330620423,NA,-0.002818234,-0.010773676,0.00281802
103000685,Spain_3_2,Spain,summer,family,31,NA,0.054396853,NA,NA,-0.003549453,0.104150696,0.226915909,0.002599234,0.002591197,0.030799907,0.028118272,0.385805771,0.10551958,0.034228786,0.157898536,0.309273615,NA,0.004884436,-0.021488272,0.013330618
103000686,Spain_3_2,Spain,summer,family,31,NA,-0.029111839,NA,NA,-0.008099938,0.067708961,0.21643283,0.007338242,0.002288117,0.029566346,-0.013363771,0.403943993,0.359328727,0.028942308,0.232073542,0.508771478,NA,-0.007364537,-0.034370512,0.078071869
103000687,Spain_3_2,Spain,summer,family,31,NA,0.180885069,NA,NA,-0.013088698,0.123675452,0.25112522,0.006734852,0.003349318,0.094403181,0.132711914,0.431197908,-0.229391124,0.000668282,0.105800051,0.525835024,NA,-0.000686582,-0.031569205,0.058082965
103000688,Spain_3_2,Spain,fall,family,31,NA,0.013290362,NA,NA,-0.004977712,0.07694788,0.177829069,0.006496057,0.002804178,0.001915319,0.084999266,0.20158423,0.008326767,-0.002455152,-0.086081467,0.115026686,NA,0.00042462,-0.011529453,0.057401809
103000689,Spain_3_2,Spain,fall,family,10,NA,-0.056006709,NA,NA,0.028672259,-0.088795506,-0.32736665,-0.00121343,-0.007822587,-0.039132738,-0.031707402,-0.171470021,2.913773196,0.177453926,0.49841731,-0.323555829,NA,-0.046429421,-0.058786662,-0.003783443
103000690,Spain_3_2,Spain,summer,family,20,NA,0.002607773,NA,NA,-0.017752244,0.15052946,0.378416425,0.016426214,0.004379706,0.086977518,0.033470992,0.794136799,0.310624011,0.042934759,0.427101405,0.915556655,NA,-0.007861242,-0.062696075,0.059478653
103000691,Spain_3_2,Spain,summer,family,21,NA,-0.029678427,NA,NA,-0.002439993,-0.016686433,0.095793067,0.001711872,-0.001295694,0.015007293,-0.013920319,0.163367958,-0.428590238,0.015697505,0.216516117,0.192582059,NA,-0.015619818,-0.012000305,-0.035116203
103000692,Spain_3_2,Spain,summer,family,30,NA,-0.013289611,NA,NA,-0.002867383,0.007091245,-0.020180826,0.002272102,0.000995259,0.012917286,-0.012848973,0.064799442,0.295015372,-0.022334572,0.074780863,0.018095789,NA,-0.008470219,-0.054694494,0.037451253
103000693,Spain_3_2,Spain,fall,family,31,NA,-0.039149457,NA,NA,0.006497677,-0.00757248,-0.002840025,0.011900541,0.000771296,-0.015060598,-0.014806264,-0.287424436,0.419137818,0.016902265,-0.036641509,-0.453698564,NA,-0.006805476,-0.018857,-0.06386866
103000694,Spain_3_2,Spain,fall,family,27,NA,0.046855659,NA,NA,0.044655356,-0.010726703,0.184208951,0.0181078,-0.00095564,0.013439442,0.063812759,0.343781486,1.152125602,0.061310442,0.217397489,0.42523597,NA,-0.005266565,0.050449241,-0.026556224
103000695,Spain_3_2,Spain,summer,family,18,NA,-0.033314842,NA,NA,-0.004064028,0.04635595,0.250541319,0.018030711,0.005330381,0.064034012,0.008918046,0.443097316,-0.13829937,0.011107643,0.475815244,0.396678057,NA,0.003448705,0.006485785,0.066166109
103000696,Spain_3_2,Spain,summer,family,31,NA,0.010341701,NA,NA,-0.007292421,0.090934184,0.227767867,-0.0091236,0.005461714,0.231237014,0.040010269,0.345136513,0.655165234,0.046274987,0.176580431,0.512346864,NA,0.00942256,-0.021236132,0.087167572
103000697,Spain_3_2,Spain,summer,family,22,NA,-0.042226315,NA,NA,-0.007652245,0.093339907,0.407460764,0.013599843,0.006966,0.091728128,0.001092934,0.636676559,0.343873215,0.037596533,0.561877838,0.745046037,NA,-0.011584783,-0.096472267,0.137463974
103000698,Spain_3_2,Spain,fall,family,31,NA,0.232936068,NA,NA,-0.007358646,0.142633673,0.267582515,0.003964929,0.001194057,0.048725307,0.190169988,0.458309617,-0.098912314,0.010409031,0.127783342,0.412770992,NA,-0.003713044,-0.047824357,-0.023246165
103000699,Spain_3_2,Spain,summer,family,22,NA,-0.023592235,NA,NA,-0.002403377,0.016185581,0.150179556,0.006688688,0.002489913,0.023768244,-0.004898779,0.358518386,-0.107972482,0.009851345,0.049388182,0.18206023,NA,0.010177372,0.01163309,0.0355806
103000700,Spain_3_2,Spain,summer,family,29,NA,-0.027572628,NA,NA,-0.004068712,0.028290072,0.221240114,0.010738897,0.00316571,0.061935623,-0.012089523,0.546493932,0.417044876,0.037225034,0.519842421,0.651758303,NA,-0.004547322,-0.017007138,0.063420473
103000701,Spain_3_2,Spain,summer,family,22,NA,-0.025299379,NA,NA,-0.007414471,-0.019821967,0.190396543,0.016703534,0.000337463,0.020321113,-0.017055677,0.524452824,-0.291001008,0.002650814,0.324442369,0.42816686,NA,0.001761002,0.038865635,0.029790236
103000702,Spain_3_2,Spain,summer,family,22,NA,0.002259092,NA,NA,-0.009434017,0.016107574,0.125500558,0.007144234,0.001854025,0.046833265,0.006213661,0.316417542,-0.668048964,-0.021154875,0.075351085,0.359286135,NA,-0.000407768,0.015908868,-0.007271708
103000703,Spain_3_2,Spain,summer,family,31,NA,-0.023470473,NA,NA,-0.008628735,0.050100333,-0.206860814,0.012064713,0.00229298,0.030034666,-0.003193151,-6.53E-06,0.340230249,0.02111846,-0.287035996,0.030246228,NA,-0.002288054,-0.047485427,-0.036208796
103000704,Spain_3_2,Spain,fall,family,31,NA,-0.041512523,NA,NA,0.001716128,-0.038856848,-0.353272027,0.003830423,0.000968575,0.010243379,-0.040140734,-0.483381463,-0.005791898,-0.014497105,0.166721049,-0.443948442,NA,-0.01403525,-0.048225333,0.015698347
103000705,Spain_3_2,Spain,fall,family,32,NA,-0.020949437,NA,NA,0.002247904,-0.012593363,-0.01626617,0.002946907,0.000685132,-0.016862946,-0.02134927,-0.208600969,-0.100024245,-0.009279168,-0.012789353,-0.265273161,NA,-0.004034432,0.004299588,-0.016857513
103000706,Spain_3_2,Spain,fall,family,32,NA,-0.009600328,NA,NA,-0.006378096,0.040628606,0.253051556,-0.000980305,0.000722052,0.012599886,-0.000622715,0.322259792,-0.042371679,0.013184784,0.172949456,0.312971375,NA,-0.008778529,-0.054249836,-0.010930792
103000707,Spain_3_2,Spain,fall,family,32,NA,-0.009504411,NA,NA,-0.003309867,0.244163354,0.233947599,0.005988383,0.000582948,0.16820634,0.027369543,0.297358433,0.472725143,0.057441183,0.36945288,0.377017543,NA,-0.010624091,-0.047529177,-0.001639553
103000708,Spain_3_2,Spain,fall,family,32,NA,-0.042718029,NA,NA,0.027741504,0.022866783,0.241540714,0.011419398,-0.002414385,0.015987983,-0.009006664,0.443810275,1.211692862,0.068158569,0.385355147,0.510679851,NA,-0.00353536,-0.026216884,0.011203506
103000709,Spain_3_2,Spain,summer,family,21,NA,0.003532088,NA,NA,-0.009543549,-0.004293575,0.229510148,0.006018789,-0.002568181,0.012814464,-0.009838331,0.296384966,-0.053399632,-0.005694256,0.313058966,0.425860623,NA,-0.010196802,-0.035676269,-0.004200394
103000710,Spain_3_2,Spain,summer,family,27,NA,-0.036126818,NA,NA,-0.011282993,0.09396183,0.38194667,0.009937302,0.005346654,0.054239732,-0.005286123,0.673704752,0.131227254,0.029320182,0.700238929,0.839577089,NA,-9.48E-05,-0.029442291,0.101273346
103000711,Spain_4,Spain,fall,genus,8,-0.08724389,-0.079177788,NA,NA,-0.002266761,-0.057947682,0.568833657,0.011165143,-0.002537266,-0.015884124,-0.070058367,-0.241729621,-0.324510826,-0.013004963,0.953215783,-0.348507523,-0.356718165,0.019741193,0.166703949,-0.03186102
103000712,Spain_4,Spain,fall,genus,8,-0.069428601,-0.070587155,NA,NA,0.014068138,-0.05551792,-0.302556613,0.008800163,-0.002213857,-0.112666848,-0.068639315,-1.319092886,0.294886149,-0.013745911,-0.260302805,-1.679968789,-1.70181698,-0.020967076,-0.032657207,0.00639301
103000713,Spain_4,Spain,fall,genus,8,-0.031769149,-0.033495125,NA,NA,0.017479396,-0.023025998,-0.311951631,0.002628,-0.005546818,-0.079821675,-0.035953392,-1.507478913,-0.001462809,0.017224973,-0.777185808,-1.490307573,-1.555263014,-0.039769667,-0.071313614,0.071965476
103000714,Spain_4,Spain,summer,genus,8,-0.045222183,-0.04628197,NA,NA,0.021769399,-0.053792982,-0.794721288,0.013211921,0.001822344,-0.033173702,-0.049284949,-1.985236032,0.678789487,-0.014428512,-0.501804273,-2.348567993,-2.34818158,0.018157646,-0.059905868,0.028795379
103000715,Spain_4,Spain,fall,genus,8,-0.088353322,-0.087724061,NA,NA,0.025512103,-0.046782035,-0.380456803,0.003458571,-0.014863201,-0.060503854,-0.08696774,-1.079345126,1.408120082,0.147444286,0.428937236,-1.316566669,-1.319622111,-0.000156039,-0.084481009,-0.007146711
103000716,Spain_4,Spain,fall,genus,8,-0.189393958,-0.182250326,NA,NA,0.010622113,-0.120429198,0.080732402,0.053127804,-0.013096945,-0.097532299,-0.18283881,-0.833224416,-0.217085155,0.00904156,0.958599326,-1.334211393,-1.347941891,-0.014671607,0.294957939,0.063293434
103000717,Spain_4,Spain,fall,genus,8,0.042239532,0.039299731,NA,NA,0.004547557,0.096984961,-0.221540375,-0.00365006,0.007810697,-0.014328028,0.037426352,-0.971295175,-0.054800733,0.003337796,-0.781118317,-1.120352883,-1.134840343,-0.01438541,0.108802099,-0.043482389
103000718,Spain_4,Spain,fall,genus,8,-0.106826661,-0.110508981,NA,NA,0.003797469,-0.111294001,-0.634127252,0.016506461,-0.004734398,-0.064078851,-0.111235507,-1.080948565,-0.416377473,-0.054378067,-0.586984335,-1.611436076,-1.565885585,0.032022113,-0.082091303,0.01077678
103000719,Spain_4,Spain,summer,genus,8,-0.066102286,-0.06347342,NA,NA,0.015642306,-0.064109507,-0.843798961,0.003415452,0.000539408,-0.023737186,-0.068058236,-1.169212298,-0.192058201,0.014036762,-0.37429815,-1.267017588,-1.284982281,0.018075056,-0.108764458,0.025976671
103000720,Spain_4,Spain,summer,genus,8,-0.063311004,-0.064329936,NA,NA,0.017081482,-0.024269349,-1.017484402,-0.005227697,-0.016272025,-0.027355115,-0.06810607,-1.350311578,1.335077335,0.043510974,0.526329207,-1.35750376,-1.352744154,0.038357354,-0.007677027,-0.07314002
103000721,Spain_4,Spain,fall,genus,8,-0.037225622,-0.046137023,NA,NA,0.003207786,-0.035521146,-0.387682198,0.001807368,-0.001383268,0.007825207,-0.040272665,-0.685105736,-0.069262241,0.000607177,-0.118175272,-0.457949405,-0.45842657,-0.022274998,-0.254236604,-0.011343942
103000722,Spain_4,Spain,fall,genus,8,-0.014868678,-0.01532631,NA,NA,0.007615166,-0.012660368,-0.223410573,0.003560603,0.005698841,-0.06425963,-0.018429524,-1.242552966,-0.531035014,-0.051802584,-0.550029088,-1.127386002,-1.14962855,0.012883021,-0.185085991,-0.024928582
103000723,Spain_4,Spain,fall,genus,8,-0.107786027,-0.11154184,NA,NA,0.033462357,-0.082701375,-1.573031297,-0.008053447,-0.004967197,-0.089536984,-0.118320124,-3.844388409,0.65507141,0.034211334,-1.243368071,-3.111898443,-3.103637542,-0.034178588,-0.345590917,-0.024120522
104000001,Sweden_1,Sweden,fall,species,20,-0.003975547,-0.00368595,NA,NA,-0.00391107,-0.002465835,0.253079438,0.003708672,-0.001255642,0.005227543,-0.004059575,0.355193324,0.034546078,-0.002313554,0.092472183,0.363142636,0.36543701,0.00063703,0.060255704,0.00257943
104000002,Sweden_1,Sweden,fall,species,17,0.002945271,0.002663002,NA,NA,-0.007682903,-0.009767135,0.681665413,-7.67E-07,-0.000758239,0.01338474,-0.002366435,1.082662384,-0.178892582,0.008123652,0.080163243,1.242904966,1.240901941,-0.002988403,0.083309738,0.036109108
104000003,Sweden_1,Sweden,fall,species,13,-0.034488705,-0.032687656,NA,NA,0.006215109,-0.04955803,0.038742365,-0.000689036,0.004424569,0.001385144,-0.034024168,-0.051688046,0.873015079,0.028528192,0.109949419,-0.081689087,-0.083631033,0.019036251,0.044605094,-0.01888599
104000004,Sweden_1,Sweden,fall,species,12,0.011350605,0.011681301,-0.002989777,-0.035215109,-0.007526702,0.00750416,0.708987633,-0.012032361,0.000674886,0.036491834,0.008564778,0.888206213,-0.292528721,0.01698215,0.111951317,0.948194794,0.995181199,0.005583317,-0.094931343,0.014234566
104000005,Sweden_1,Sweden,fall,species,19,0.015664781,0.019853952,NA,NA,-0.006786544,0.000700606,0.213510927,-0.001218877,0.003525329,-0.001827169,0.016686483,0.421268986,-0.375856562,-0.013924519,-0.066902941,0.40520804,0.40589309,-0.000344995,0.035318198,0.044831159
104000006,Sweden_1,Sweden,fall,species,13,-0.034119605,-0.031232748,NA,NA,-0.000922013,-0.032898072,0.355971587,0.00447399,0.00235048,0.008977305,-0.0306506,0.639671211,0.032318398,0.033518358,0.525856157,0.679135561,0.688341679,0.009792921,0.020259672,-0.02474738
104000007,Sweden_1,Sweden,fall,species,13,0.009563308,0.004099495,-0.021287731,-0.041747493,-0.006173371,0.011112831,1.034532723,-0.008388144,0.004180254,0.001535518,0.00258243,1.014543016,-0.001545567,0.016555621,0.340670414,1.167172614,1.184874563,-0.002522541,0.004611396,0.062262121
104000008,Sweden_1,Sweden,fall,species,12,0.090317808,0.094027644,0.00107035,0.011450176,-0.015218929,0.146212843,0.539239283,-0.003788919,0.007010097,0.04636034,0.099007728,1.231435322,-0.713457772,0.008738539,0.07165708,1.382944612,1.378683425,-0.013139145,-0.022133881,0.096540507
104000009,Sweden_1,Sweden,fall,species,12,0.105999451,0.099692471,NA,NA,-0.028159358,0.111580651,0.400461534,-0.016156407,0.008930613,0.043337419,0.106385987,0.742768624,-0.631423402,0.016837258,-0.023885245,0.810339665,0.824658818,-0.014621003,-0.034296398,-0.037596207
104000010,Sweden_1,Sweden,fall,species,12,-0.006068701,-0.003173482,NA,NA,0.002202291,-0.030963118,0.308879747,0.002421286,-0.005161271,0.026795552,-0.029467228,0.373749566,0.248878413,0.049199668,0.100495052,0.475193429,0.468438752,0.015261441,0.185531932,-0.036761169
104000011,Sweden_1,Sweden,fall,species,16,-0.00151376,-0.001902616,-0.000957288,-0.017896574,-0.002789049,-0.006113476,0.118187193,0.008691284,0.002863994,-0.012917822,0.003188422,0.209473601,-0.499703813,0.0007805,0.115360295,0.249450523,0.268213708,0.001957093,-0.024005681,0.023940464
104000012,Sweden_1,Sweden,fall,species,13,0.004441636,-0.001343463,NA,NA,-0.000802101,-0.019101485,0.144465528,-6.82E-05,-0.00225076,0.033030499,0.001563275,0.374350876,0.575202974,0.021154554,0.197100706,0.298601771,0.293174214,0.014524824,0.033016676,-0.004641252
104000013,Sweden_1,Sweden,fall,species,12,0.024875145,0.024917343,NA,NA,-0.003255829,0.009027837,0.095650276,-0.000811797,0.005782713,0.009945168,0.02367864,0.13897978,-0.010450468,-0.009858658,-0.181406547,0.139958077,0.142379326,0.016028679,0.086426206,0.056432564
104000014,Sweden_1,Sweden,fall,species,13,0.000633224,0.003747956,NA,NA,0.002254739,0.00332944,-0.18852014,-0.004898142,0.002534945,-0.034294975,0.003090292,-0.648154595,-0.381786713,-0.03260358,-0.17800483,-0.938326375,-0.946907649,-0.00207127,0.032205453,0.002048403
104000015,Sweden_1,Sweden,fall,species,13,-0.007736289,-0.008193875,NA,NA,-0.001487978,-0.001079877,0.437526029,-3.38E-05,-0.0030032,0.010537626,-0.011844523,0.493389745,-0.032005632,0.011393349,0.181086869,0.510210435,0.508248972,0.006817726,-0.058396255,0.008974606
104000016,Sweden_1,Sweden,fall,species,13,-0.004632306,-0.002813975,NA,NA,-0.003185244,-0.009554473,0.552515856,-0.000177981,-0.000390051,0.006140257,-0.002872596,0.617385777,0.536536375,0.007943864,0.029782737,0.658370411,0.645712143,-0.00463419,-0.015461028,-0.015992987
104000017,Sweden_1,Sweden,fall,species,12,-0.034129624,-0.032523516,NA,NA,0.004005242,-0.031622883,-0.169053585,0.002872369,0.00184197,-0.031105194,-0.034439479,-0.719100935,0.017949591,-0.004172785,0.158708839,-0.738037399,-0.707434193,-0.001893832,-0.030048459,-0.014281552
104000018,Sweden_1,Sweden,fall,species,13,-0.010868125,-0.019052938,NA,NA,-0.000542405,-0.029842075,-0.162347234,0.008187295,-0.004008849,-0.004138052,-0.027706122,-0.245283941,0.679605826,0.000716021,0.086880359,-0.266082235,-0.299791926,-0.00292454,-0.018522661,0.02756392
104000019,Sweden_1,Sweden,fall,species,12,-0.00962746,-0.010842727,NA,NA,-0.004706789,-0.033959963,0.589367493,0.002974857,0.001745453,0.003758835,-0.010314443,0.541837132,-0.275415089,-0.011358844,0.257387825,0.584867151,0.606165876,0.013589398,-0.078652048,-0.041421501
104000020,Sweden_1,Sweden,fall,species,12,-0.026734914,-0.030197323,NA,NA,0.00600368,-0.029166032,-0.84860437,-0.005242168,-0.004204495,-0.059594337,-0.028612223,-1.148069024,-0.621667875,-0.048577036,-0.266892053,-1.175325897,-1.177886406,0.001028899,0.011341171,0.000723709
104000021,Sweden_1,Sweden,fall,species,13,-0.016886401,-0.015001626,NA,NA,-0.006784502,-0.025343899,0.485117788,0.008426472,0.002438011,0.001862002,-0.013986207,0.41569894,-0.082095226,-0.004423018,0.137447738,0.474201983,0.475295615,-0.001389371,-0.039140322,0.038363484
104000022,Sweden_1,Sweden,fall,species,13,0.010205885,0.009795711,-0.038328723,0.001612902,-0.000834514,0.012421935,0.435046845,-0.001646397,-0.004192594,0.040147174,0.012397247,0.517153913,0.26772723,0.035982268,0.558380114,0.675726412,0.709708213,-0.004218745,0.001056015,-0.087162237
104000023,Sweden_1,Sweden,fall,species,11,0.044835259,0.044666521,NA,NA,-0.012301485,-0.012003134,-0.262612049,0.002381221,-0.006716856,-0.003109286,0.046237753,-0.164914541,-0.875190927,-0.083176225,-0.349491449,-0.08480379,-0.090758054,0.014422889,0.103072024,0.065447289
104000024,Sweden_1,Sweden,fall,species,13,0.016292852,0.014650103,NA,NA,-0.001679544,-0.002653203,0.289612168,-0.0032554,0.004443418,0.03523356,0.01526997,0.524773487,0.186087662,0.024694432,0.28508892,0.608837493,0.607723346,-0.007607049,-0.025456046,-0.028690684
104000025,Sweden_1,Sweden,fall,species,12,0.197871945,0.189760118,NA,NA,-0.036435758,0.241271584,0.727202769,-0.031129039,-0.003639184,0.320245246,0.182491614,1.48942912,0.712321571,0.004328357,-0.089260493,1.580370485,1.589884742,-0.001620027,-0.085518737,-0.012600389
104000026,Sweden_1,Sweden,fall,species,12,0.001564771,0.001908793,-0.012719511,-0.072409242,0.001069269,0.041870558,-0.024347051,0.013360041,-0.010924311,0.037225042,-0.007818587,-0.231370621,0.890853677,0.015769891,0.466309615,-0.182510833,-0.158668841,-0.012663164,-0.028888245,-0.083559737
104000027,Sweden_1,Sweden,fall,species,13,0.008326864,0.014159393,NA,NA,-0.005584088,-0.009465628,0.882346819,-0.008400842,0.001818662,-0.001239623,0.013644875,1.182390358,0.118844684,0.015351141,0.418051376,1.143707775,1.155785809,0.012378251,0.030849892,0.016483648
104000028,Sweden_1,Sweden,fall,species,13,0.017248033,0.017864018,NA,NA,-0.002878177,-0.002099586,0.20816669,-0.003980906,0.007688789,0.010994294,0.024929406,0.032877199,-0.86763993,-0.023530223,-0.271947567,0.238040961,0.237305365,-0.005420715,0.143171948,0.036996265
104000029,Sweden_1,Sweden,fall,species,12,-0.037683812,-0.033079908,NA,NA,0.005975957,-0.053340463,-0.358259966,0.007370758,0.014243695,-0.007707271,-0.041640926,-0.544921131,-0.893291666,0.009650581,-0.152846585,-0.308140207,-0.312270993,0.004324393,-0.060263891,-0.0367399
104000030,Sweden_1,Sweden,fall,species,12,-0.004025418,-0.007741897,NA,NA,-0.002392997,-0.013734645,0.01738311,0.009877511,-0.003372648,-0.02805315,-0.002345418,-0.128385429,-0.097161664,-0.029924365,-0.15119913,-0.159374417,-0.172170323,-0.005528545,0.044599017,0.012685197
104000031,Sweden_1,Sweden,fall,species,18,0.00691093,0.00702172,0.000324285,0.003834003,0.001080911,0.005005234,0.061854382,-0.001940659,-0.007805131,-0.000381411,0.007167828,0.029900173,0.208394387,0.005770754,0.027564063,0.015251237,-0.005293578,0.000848379,-0.04997564,0.001242142
104000032,Sweden_1,Sweden,fall,species,12,0.002861335,0.001104897,NA,NA,0.004737065,0.000161393,0.259295857,-0.006011912,-0.000958835,0.015851184,0.004094233,0.548990482,0.848129281,0.049832108,0.773386013,0.558648797,0.577781371,0.001959279,-0.137879562,-0.031360805
104000033,Sweden_1,Sweden,fall,species,13,-0.025118056,-0.021955087,NA,NA,0.008612398,-0.023953549,-0.162262735,0.005182596,-0.005023457,0.014717286,-0.025653639,-0.288652253,0.220637196,0.015175685,0.156544596,-0.264419318,-0.25691331,-0.007007094,0.050126784,0.038121756
